eventID,thickness_um,edep_keV
131,3,1053.27
311,3,2311.6
480,3,2312.81
523,3,2312.91
858,3,2312.77
986,3,1141.99
1427,3,883.778
1858,3,1470.6
1951,3,1819.18
3106,3,1925.81
3735,3,2773.86
3757,3,1501.52
4433,3,1183.75
4458,3,1603.11
4637,3,1646.79
5522,3,2118.57
5724,3,1482.43
6141,3,1696.32
6324,3,1783.8
6506,3,1012.95
6910,3,1389.92
7648,3,1767.19
7933,3,2075.86
8494,3,1342.5
9114,3,1828.48
9307,3,857.055
9321,3,1243.34
9543,3,2316.96
10324,3,1821.69
10864,3,2310.91
10909,3,2310.38
11860,3,1335.17
12439,3,2315.6
12541,3,2310.14
13065,3,2045.39
13694,3,1125.14
14514,3,1383.96
14635,3,2317.05
15385,3,1237.89
15682,3,1688.32
15888,3,1082.71
15959,3,1254.69
16055,3,935.664
16377,3,996.11
17552,3,1187.14
17752,3,1012.44
17767,3,2044.01
17888,3,2167.02
17964,3,2311.58
17982,3,1002.88
18040,3,2319.7
18364,3,1993.2
19559,3,1634.49
19733,3,1414.12
20493,3,2306.51
21023,3,1370.56
21103,3,2315.21
21108,3,968.725
21575,3,1485.48
21898,3,1294.89
22075,3,1442.23
23026,3,1054.72
23198,3,1072.28
23601,3,2317.62
23922,3,1335.74
24609,3,1893.11
25243,3,2308.52
25692,3,998.464
25733,3,1539.19
25927,3,2311.13
26170,3,2306.47
26529,3,1657.02
26594,3,1571.53
27531,3,1229.86
27563,3,2316.04
29205,3,2237.13
29213,3,2310.27
29632,3,2314.52
31048,3,1805.47
31868,3,1414.33
31980,3,2311.56
32624,3,935.789
33276,3,1606.67
33323,3,2319.73
33532,3,2305.07
33880,3,2311.52
34506,3,907.623
34510,3,1406.78
34675,3,2312.67
35152,3,2314.62
35340,3,1426.23
35360,3,1263.24
35484,3,1167.31
35689,3,1811.06
36016,3,2319.26
36020,3,2307.48
36221,3,2316.99
36331,3,2311.45
37309,3,1411.48
37497,3,944.998
37605,3,2629.1
37727,3,1463.57
37933,3,934.711
38115,3,2790.12
38391,3,1380.08
38642,3,1398.67
38902,3,2059.72
39113,3,2314.7
39270,3,2234.01
39432,3,1751.3
40122,3,2790.12
40150,3,1543.11
40290,3,2061.11
41616,3,1169.27
42466,3,877.646
42477,3,854.116
43649,3,2306.88
44049,3,1790.59
44771,3,1674.37
45332,3,958.345
45432,3,2257.77
45611,3,1004.89
45628,3,1139.3
45818,3,1760.67
46071,3,2000.2
47758,3,1544.65
47827,3,2143.18
48185,3,1077.32
48236,3,1357.07
48388,3,1041.33
48957,3,1544.01
49307,3,1046.33
49409,3,1680.8
49719,3,2305.46
49992,3,1300.13
51085,3,1346.92
51108,3,2441.6
52000,3,2311.93
52225,3,2228.35
52860,3,2111.27
53002,3,1279.25
53277,3,1095.44
54145,3,2312.9
54197,3,2316.29
54211,3,2790.12
54349,3,1302.27
54519,3,1069.34
54569,3,2317.83
54665,3,1787.22
55037,3,1650.21
55208,3,1358.01
55871,3,1082.26
55974,3,1425.36
56120,3,2012.93
57100,3,1245.6
57453,3,1563.59
58096,3,2316.39
58613,3,1438.52
58909,3,1899.47
58939,3,1006.16
59563,3,891.882
62156,3,881.462
62166,3,1121.98
62213,3,1669.66
62253,3,988.481
62275,3,1128.9
62359,3,2265
62625,3,1074.35
62813,3,936.089
63894,3,2305.21
64143,3,2310.16
64473,3,1458.12
64775,3,2309.86
64938,3,1525.85
65156,3,1810.21
65295,3,1053.99
67493,3,1464.83
67808,3,1057.1
67976,3,1518.47
68847,3,1227.63
69061,3,1355.52
69479,3,1700.8
70041,3,2314.97
70071,3,2313.23
70103,3,1188.4
70926,3,2229.88
71046,3,2312.91
71163,3,2311.14
71407,3,1764.84
71670,3,1952.93
71810,3,941.24
71838,3,2308.5
72384,3,1600.93
72488,3,1451.25
73208,3,1397.98
73399,3,2312.89
73457,3,874.981
74076,3,1167.4
74849,3,1422.26
74966,3,2136.08
75188,3,1211.53
76659,3,1581.76
76673,3,2063.41
76795,3,1082.41
77262,3,2314.56
77361,3,1001.4
77483,3,2311.85
77771,3,2317.3
78217,3,2311.74
78315,3,2311.94
78468,3,1486.49
78689,3,1087.89
78944,3,1206.7
79185,3,1735.02
79968,3,1294.51
80756,3,2311.82
81648,3,2315.4
82171,3,1175.01
82732,3,1302.8
83192,3,1150.69
83496,3,1065.76
83513,3,2219.95
83651,3,1154.09
83765,3,1511.69
83954,3,1696.93
83993,3,1985.16
84191,3,1396.58
84481,3,1935.39
84755,3,1275.4
84828,3,1523.17
85181,3,2247.31
85267,3,2309.19
85286,3,2311.88
85681,3,2313.07
86318,3,2308.41
86364,3,918.486
86670,3,2315.22
87129,3,1498.07
87684,3,962.137
87700,3,1172.91
88262,3,1763.07
88299,3,2312.91
88370,3,2165.83
88460,3,1272.18
88610,3,2311.71
88740,3,1450.69
89575,3,1410.12
89756,3,1013.94
90717,3,1676.58
90835,3,974.751
91734,3,946.072
91759,3,1649.69
91974,3,2316.7
92121,3,1482.26
92384,3,902.334
92395,3,2102.43
93466,3,1670.41
93478,3,1488.47
93715,3,2702.4
93936,3,1750.83
93986,3,2097.07
94211,3,1481.2
94495,3,1024.91
94991,3,1273.28
95137,3,2049.58
96073,3,2309.16
96141,3,888.422
96432,3,1365.65
96518,3,1979.58
96721,3,1873.55
97004,3,853.723
97415,3,1074.72
97606,3,1108.21
97921,3,1165.92
98182,3,2200.65
98686,3,937.93
98770,3,1325.19
98989,3,1658.31
99173,3,934.991
99507,3,1179.04
99838,3,1612.22
