eventID,thickness_um,edep_keV
142,2,2213.04
407,2,1304.76
424,2,990.511
594,2,873.48
2403,2,2316.84
2873,2,2262.33
4383,2,1000.98
4849,2,2314.9
6095,2,1133.85
6708,2,2309.87
6888,2,1088.22
7051,2,1657.88
7627,2,2309.54
7639,2,1114.47
7876,2,921.028
8232,2,1328.68
8695,2,1040.78
9208,2,960.721
9262,2,1682.44
11995,2,1746.78
12596,2,2301.3
12709,2,2314.59
13229,2,1994.37
13898,2,1142.48
14477,2,1312.18
14609,2,2311.86
14986,2,827.463
15145,2,1089.64
15380,2,2312.91
16295,2,1230
17217,2,1031.41
17662,2,2757.85
18335,2,906.798
18350,2,1556.83
19161,2,1529.36
19770,2,1512.7
20278,2,830.823
20574,2,1875.19
21625,2,1100.35
22252,2,1088.78
22656,2,1129.97
22964,2,2312.6
23014,2,1901.58
23075,2,1859.4
23912,2,1156.96
24546,2,2129.35
26477,2,1244.69
26598,2,935.115
27975,2,936.249
28186,2,2250.32
29565,2,1300.12
30515,2,1495.25
30601,2,1404.72
30626,2,1326.5
31091,2,1394.6
31323,2,2309.81
31940,2,948.751
32249,2,1093.58
33737,2,1656.68
34407,2,1358.41
35345,2,2259.39
37479,2,1477.22
38223,2,1141.51
38686,2,930.917
39470,2,1181.94
39489,2,963.252
39523,2,2315.12
41105,2,1848.26
42496,2,1224.97
43121,2,1227.36
45429,2,2311.55
45575,2,1231.23
45707,2,1067.92
46733,2,1331.91
47385,2,1282.38
47935,2,1942.84
49174,2,2129.25
49187,2,1054.55
49756,2,894.837
50344,2,1228.53
51078,2,1137.51
51753,2,1228.27
52722,2,859.51
52876,2,2062.23
53928,2,1119.66
54384,2,1579.47
55029,2,2317.81
55152,2,1670.22
55579,2,2270.26
55673,2,952.298
56096,2,2319.6
57357,2,1098.63
57870,2,989.805
58646,2,1086.77
58719,2,868.534
59549,2,1208.49
59670,2,1618.92
64150,2,961.065
64451,2,969.901
66151,2,892.835
66594,2,868.799
66871,2,1307.33
67028,2,915.635
67583,2,1834.47
67638,2,1433.34
67657,2,1243.82
67869,2,1101.02
67909,2,1396.8
68825,2,967.798
68844,2,1330.26
69093,2,991.321
69196,2,1604.62
69357,2,1224.49
69929,2,1387.56
69944,2,2310.97
70116,2,1345.87
70354,2,1029.87
70746,2,749.273
70748,2,946.252
70898,2,1307.34
72865,2,1253.73
73365,2,1528.86
74306,2,1657.31
74705,2,1114.35
76976,2,1535.33
78722,2,1854.6
79042,2,1380.7
79342,2,1094.05
79706,2,1132.57
80398,2,1296.25
81015,2,1520.85
81528,2,1719.42
82736,2,2319.42
83447,2,901.959
83553,2,1299.25
83602,2,1268.89
85940,2,1722.8
87955,2,1044.86
88153,2,2306.12
88486,2,1215.15
89863,2,847.03
90616,2,1053.73
91888,2,1175.08
92617,2,1050.78
93445,2,873.044
93521,2,1357.01
93798,2,1649.35
94158,2,1260.91
94569,2,2194.01
94943,2,1645.3
95100,2,2307.51
95123,2,909.444
96298,2,2079.58
96738,2,1303.32
97256,2,1039.72
98244,2,1184.27
98996,2,2319.52
99096,2,1323.36
