eventID,thickness_um,bn_wt,zns_wt,capture_x_um,capture_y_um,corr_x_um,corr_y_um,depth_um
0,250,1,2.5,1974.39,-1990.03,0,0,196.438
2,250,1,2.5,4118.73,2069.54,0,0,103.786
5,250,1,2.5,-491.275,-1608.14,0,0,17.0097
7,250,1,2.5,-4590.31,966.475,0,0,96.6279
27,250,1,2.5,-946.39,4386.78,0,0,149.197
28,250,1,2.5,-2010.7,3579.38,0,0,244.286
31,250,1,2.5,-3895.22,-1158.17,0,0,193.973
41,250,1,2.5,3390.96,-652.345,0,0,37.0383
43,250,1,2.5,-2159.72,-3517.1,0,0,23.1367
51,250,1,2.5,4847.52,-1995.91,0,0,13.6052
58,250,1,2.5,-2724.14,-4818.19,0,0,91.9006
60,250,1,2.5,-611.102,-2915.18,0,0,54.2376
70,250,1,2.5,1265.08,-3059.8,-501.135,151.505,92.7514
74,250,1,2.5,-2770.34,2590.47,0,0,48.9795
84,250,1,2.5,3472.24,1035.25,0,0,7.9962
86,250,1,2.5,-1034.52,3672.77,0,0,233.732
98,250,1,2.5,-4848.49,2314.59,0,0,44.6248
100,250,1,2.5,492.209,3931.63,0,0,66.7999
102,250,1,2.5,-964.965,857.385,0,0,127.74
104,250,1,2.5,1435.77,2555.15,0,0,54.754
105,250,1,2.5,4550.49,2712.77,0,0,222.357
107,250,1,2.5,3706.83,-3948.35,0,0,21.4555
108,250,1,2.5,3190.75,-1861.05,0,0,41.4583
114,250,1,2.5,-53.5601,2307.51,0,0,225.416
129,250,1,2.5,-2622.25,4852.8,-522.417,2683.18,149.948
136,250,1,2.5,4851.27,4474.27,0,0,54.3856
144,250,1,2.5,-855.733,893.241,0,0,73.5886
148,250,1,2.5,-4873.78,-748.84,0,0,211.537
152,250,1,2.5,-2504.6,-3723.44,0,0,60.5037
164,250,1,2.5,-2222.33,1895.37,0,0,133.38
168,250,1,2.5,-4892.12,-1589.46,0,0,156.173
172,250,1,2.5,3496.08,-4007.77,0,0,119.006
176,250,1,2.5,2392.02,-4604.4,0,0,176.615
197,250,1,2.5,-48.5757,-4397.86,0,0,184.306
204,250,1,2.5,2458.66,-549.455,0,0,75.7909
207,250,1,2.5,-1172.74,528.114,0,0,187.559
213,250,1,2.5,-1245.32,-4385.57,0,0,169.976
229,250,1,2.5,3906.79,-322.923,0,0,83.2969
248,250,1,2.5,2420.06,4102.95,0,0,13.4587
259,250,1,2.5,-3552.8,1296.59,0,0,3.63024
263,250,1,2.5,-2605.57,-2881.33,0,0,56.2493
277,250,1,2.5,942.264,-2955.78,0,0,218.425
278,250,1,2.5,-2891.37,3223.4,0,0,218.523
279,250,1,2.5,4670.53,-970.797,0,0,90.0144
289,250,1,2.5,-91.421,-628.867,0,0,201.597
291,250,1,2.5,1484.45,3602.4,0,0,37.414
294,250,1,2.5,-3137.29,4213.65,0,0,241.297
299,250,1,2.5,-4557.91,4714.08,0,0,87.4604
302,250,1,2.5,-4453.01,2173.79,0,0,104.716
309,250,1,2.5,-729.811,-4716.07,0,0,12.5135
312,250,1,2.5,4000.02,-2599.81,0,0,19.8637
315,250,1,2.5,-1102.78,-1592.78,0,0,16.6806
327,250,1,2.5,-347.759,4659.75,0,0,178.512
328,250,1,2.5,-2479.21,-1815.7,0,0,84.3013
