eventID,thickness_um,edep_keV
16,50,2318.44
44,50,908.343
69,50,2311.39
83,50,2318.69
100,50,2310.99
115,50,2311.94
177,50,2315
243,50,2312.9
290,50,2312.91
292,50,2311.21
333,50,2313.13
340,50,2314.35
356,50,2317.38
394,50,2316.43
482,50,2309
501,50,2309.1
504,50,2316.46
602,50,2317.98
613,50,2317.81
623,50,2314.69
661,50,2312.9
672,50,2319.37
677,50,2312.91
684,50,2317.91
687,50,2318.57
734,50,2312.91
768,50,2319.9
819,50,2309.06
830,50,2316.56
831,50,2311.74
842,50,2254.67
849,50,2315.8
904,50,2310.98
911,50,2312.91
924,50,2312.91
942,50,2311.99
951,50,2315.02
984,50,2313.7
1057,50,2317.42
1073,50,2314.35
1095,50,2790.12
1112,50,2312.91
1136,50,2312.91
1139,50,1605.4
1158,50,2036.66
1180,50,2312.9
1192,50,2312.91
1202,50,2312.9
1221,50,2317.63
1302,50,2317.06
1310,50,2312.91
1318,50,2312.91
1319,50,2312.91
1338,50,2316.5
1367,50,2310.02
1379,50,2312.91
1397,50,2319.36
1420,50,2312.91
1470,50,2315.64
1473,50,2312.9
1483,50,2790.12
1517,50,2319.81
1537,50,2312.91
1560,50,2312.91
1582,50,2318.59
1593,50,2313.16
1598,50,2315.23
1600,50,2314.62
1634,50,2317.59
1643,50,2312.9
1669,50,2316.86
1703,50,2314.59
1713,50,2313.99
1730,50,2313.05
1746,50,2790.12
1752,50,2312.91
1783,50,1935.68
1812,50,2312.91
1813,50,2315.74
1836,50,2312.91
1841,50,2319.38
1920,50,2311.34
1924,50,2312.91
1937,50,2312.91
1965,50,2312.29
2010,50,2318.83
2011,50,2309.38
2033,50,2318.99
2040,50,2311.13
2055,50,2313.17
2064,50,2312.91
2097,50,2312.91
2106,50,2313.31
2116,50,2312.91
2131,50,2312.9
2134,50,2312.91
2152,50,1113
2189,50,2312.91
2221,50,2315.41
2233,50,2312.91
2240,50,2312.91
2241,50,2317.75
2275,50,2312.91
2282,50,2315.86
2292,50,2319.34
2295,50,2314.92
2314,50,2314.5
2318,50,2312.05
2330,50,2312.91
2335,50,2790.12
2412,50,2316.91
2426,50,2317.56
2436,50,2318.92
2453,50,2316.63
2527,50,2316.6
2560,50,2319.72
2570,50,2312.91
2575,50,2312.1
2580,50,2312.9
2651,50,1647.05
2723,50,2790.12
2767,50,2318.16
2826,50,2317
2872,50,2312.91
2882,50,2311.44
2897,50,2314.13
2932,50,2248.13
2944,50,2313.57
2961,50,2319.53
2963,50,2316.6
2964,50,2315.91
2973,50,2312.75
2975,50,2316.71
2991,50,2315.97
3002,50,2313.96
3009,50,2315.99
3017,50,2319.37
3038,50,2311.58
3042,50,2182.77
3079,50,2315.82
3083,50,2314.24
3095,50,2312.91
3101,50,2318.29
3116,50,2312.9
3121,50,2312.91
3123,50,2314.32
3130,50,2319.13
3153,50,2316.72
3163,50,2311.72
3188,50,2310.64
3212,50,2316.67
3214,50,2319.19
3243,50,2312.26
3259,50,2318.15
3260,50,1491.78
3273,50,2313.55
3293,50,2312.91
3296,50,2316.7
3304,50,2312.91
3305,50,2312.91
3323,50,2312.91
3331,50,2319.89
3357,50,2312.91
3370,50,2790.12
3387,50,2312.9
3394,50,2311.08
3454,50,2311.76
3478,50,2316.29
3523,50,2790.12
3553,50,2315.88
3556,50,2312.9
3575,50,2313.61
3589,50,2319.02
3611,50,2319.24
3633,50,2315.01
3639,50,2310.91
3647,50,2316.17
3662,50,2313.33
3689,50,2312.91
3714,50,1628.7
3734,50,2312.91
3752,50,2317.3
3756,50,2312.91
3775,50,2312.91
3779,50,2309.2
3798,50,2312.9
3813,50,2313.9
3823,50,2311.47
3849,50,2079.23
3853,50,2312.91
3897,50,2314.42
3903,50,2316.98
3905,50,2790.12
3906,50,2312.91
3909,50,2312.91
3910,50,2311.58
3940,50,2312.82
3955,50,2311.96
4006,50,2317.83
4057,50,2311.12
4112,50,2316.78
4121,50,2315.78
4129,50,2311.68
4142,50,2309.34
4149,50,2313.94
4164,50,2312.91
4189,50,2223.28
4222,50,1158.48
4223,50,2312.91
4232,50,2311.07
4250,50,2312.91
4268,50,2790.12
4283,50,2310.86
4284,50,2312.99
4322,50,2319.34
4329,50,2318.44
4339,50,2318.28
4345,50,2312.9
4402,50,2312.9
4459,50,2318.93
4490,50,2312.91
4513,50,2316.14
4623,50,2317.58
4645,50,2790.12
4654,50,2319.75
4665,50,2312.91
4670,50,2312.9
4700,50,2312.83
4710,50,2312.91
4760,50,2313
4784,50,2312.91
4799,50,2311.06
4819,50,2312.91
4836,50,2312.91
4882,50,2318.73
4959,50,2312.91
4962,50,2310.23
5036,50,2311.11
5039,50,2312.91
5094,50,2313.12
5095,50,2790.12
5109,50,2316.1
5113,50,2312.68
5118,50,2313.14
5131,50,2312.91
5168,50,1206.28
5178,50,2312.91
5179,50,2312.91
5216,50,2319.05
5217,50,2790.12
5218,50,981.831
5228,50,2319.78
5230,50,2312.36
5234,50,2312.91
5294,50,2312.91
5305,50,2312.91
5324,50,2319.17
5340,50,2312.91
5342,50,2312.91
5352,50,2790.12
5366,50,2790.12
5367,50,2790.12
5382,50,1676.65
5443,50,2311.16
5460,50,2314.25
5472,50,2312.91
5476,50,2312.91
5496,50,2312.91
5537,50,2312.91
5542,50,2311.87
5553,50,2319.48
5560,50,2312.91
5566,50,2312.91
5577,50,2312.91
5585,50,2319.16
5593,50,2314.44
