eventID,bn_wt,zns_wt,x_um,y_um,depth_um,alpha_len_um,li7_len_um,edep_keV
759,50,50,-6955.91,8329.76,22.0376,4.16356,1.41426,2312.91
760,50,50,-6854.81,7721.08,15.3736,4.1643,1.41762,2314.79
761,50,50,8503.92,5468.4,4.50775,4.16405,2.14792,2318.75
762,50,50,1201.88,-410.693,24.8607,4.16381,2.43096,2315.96
763,50,50,1859.15,-4194.58,220.047,4.1635,1.41499,2312.9
764,50,50,-3756.45,-242.131,94.3157,4.16373,1.41518,2369.88
765,50,50,1600.79,-4361.4,173.646,4.16299,1.41785,2314.95
766,50,50,6016.88,-7028.7,181.244,4.16414,1.41547,2312.91
767,50,50,9029.32,-8895.46,23.3259,4.16391,1.41437,2312.91
768,50,50,-5842.75,-2112.22,11.2436,4.16451,1.41886,2318.45
769,50,50,-6287.75,4470.75,57.2736,4.16338,2.05396,2312.91
770,50,50,3874.87,-1558.15,40.8095,4.16485,1.41721,2313.82
771,50,50,-5814.73,-1899.6,218.764,4.16317,2.11221,2312.24
772,50,50,-9134.06,1185.62,227.299,4.16391,1.41561,2312.9
773,50,50,-3422.71,4195.26,43.8853,4.16323,2.3542,2312.91
774,50,50,-8934.08,-2759.93,34.897,4.16361,1.41525,2312.91
775,50,50,-58.854,-278.256,29.7568,4.16393,1.41613,2312.91
776,50,50,-9500.44,4545.4,89.0639,4.16354,1.64695,2317.72
777,50,50,-4583.61,3110.78,99.4611,4.16393,1.4165,2311.43
778,50,50,-3582.29,9691.41,17.9734,4.16378,1.41889,2383.09
779,50,50,-4694.41,6998.86,19.9562,4.16401,1.41823,2316.45
780,50,50,9642.3,9241.08,97.469,4.16366,1.77386,2318
781,50,50,-8115.23,8517.02,17.8511,4.16394,2.16977,2317.97
782,50,50,-6713.3,8069.59,12.2306,4.16391,1.88141,2316.96
783,50,50,304.909,-5841.39,106.11,4.16383,1.795,2458.68
784,50,50,-3055.68,-7609.96,62.9026,4.16369,1.41899,2318.51
785,50,50,9559.47,-1933.34,4.52725,4.16386,1.4178,2315.15
786,50,50,-161.156,8436.68,20.4463,4.16364,2.19898,2609.9
787,50,50,-6388.65,8252.8,42.7941,4.16364,1.41653,2311.39
788,50,50,7357.68,-2869.21,117.6,4.1633,2.20029,2312.91
789,50,50,3825.57,9878.39,21.8296,4.99698,1.47471,2790.12
790,50,50,-7926.42,-2743.75,14.1024,4.16372,1.41871,2317.73
791,50,50,-7781.43,9682.67,36.219,4.99761,1.47464,2790.12
792,50,50,-17.0647,-7195.04,59.702,4.16497,1.99118,2428.34
793,50,50,1079.86,-7722.71,406.194,4.9973,2.50981,2790.12
794,50,50,-255.441,5104.8,0.0804953,4.16381,0.305299,1686.92
795,50,50,3008.67,-4267.81,73.3141,4.16344,1.96527,2528.53
796,50,50,1310.78,-7869.99,73.9744,4.16359,2.25018,2526.38
797,50,50,-3961.02,7901.96,2.56047,2.89624,1.41429,2060.87
798,50,50,-657.987,2300.59,128.635,4.16392,2.09958,2312.91
799,50,50,-9563.52,-159.893,161.944,4.16379,2.18513,2312.91
800,50,50,-9710.46,-2642.79,31.1552,4.16341,2.1778,2615.42
801,50,50,-9553.06,-4956.78,16.2689,4.1642,1.81805,2312.91
802,50,50,-3130.49,-4227.05,49.3049,4.16405,1.4193,2319.55
803,50,50,6148.76,-9330.15,34.1965,4.16352,1.94958,2315.4
804,50,50,7133.21,4998.39,62.3319,4.16458,1.97362,2318.24
805,50,50,4818.87,-2784.43,33.4265,4.16376,1.41524,2312.91
806,50,50,8067.14,5810.37,14.4487,4.16428,1.92119,2312.91
807,50,50,4714.7,-3087.91,86.4957,4.1639,1.92425,2319.5
808,50,50,-3963.56,-9737.11,10.5276,4.16368,1.41858,2331.53
809,50,50,2766.44,2120.43,14.4746,4.16306,1.41638,2312.9
810,50,50,-7172,9090.54,2.3705,2.38197,2.22098,1905.78
811,50,50,7424.53,-6908.23,125.077,4.16411,1.41819,2316.36
812,50,50,152.367,8149.41,23.4014,4.16468,1.41481,2312.91
813,50,50,-6701.83,-3311.27,19.7761,4.16299,1.78306,2313.1
814,50,50,678.674,-7184.66,55.6061,4.16389,1.4165,2311.4
815,50,50,-9974.71,-1917.17,7.34396,4.16421,2.1614,2312.91
816,50,50,9811.16,4618.45,270.986,4.16453,2.38546,2335.37
817,50,50,9346.92,-7358.6,29.5712,4.16345,1.53374,2319.18
818,50,50,-9761.23,-6147.94,16.22,4.16332,2.34014,2312.9
819,50,50,660.946,2343.09,11.3477,4.16388,1.68121,2531.21
820,50,50,-1847.28,-8308.63,29.6981,4.16436,1.44214,2317.28
821,50,50,3876.4,1265.72,20.4593,4.16291,1.41776,2315.52
822,50,50,9963.89,-3172.92,37.4295,4.16292,1.41769,2345.47
823,50,50,-5926.9,-2616.59,96.1988,4.16395,1.72572,2316.94
824,50,50,-9202.65,-5937.59,15.0586,4.16428,1.9207,2316.13
825,50,50,-7822.39,547.079,47.7823,4.16416,1.85321,2325.39
826,50,50,7573.48,5598.38,64.1578,4.16316,1.41678,2312.8
827,50,50,-1483.21,3234.94,99.5578,4.16363,1.41851,2317.11
828,50,50,9596.13,7089.01,16.0552,4.16357,2.35309,2315.3
829,50,50,745.898,1422.17,16.7239,4.16333,1.76551,2312.91
830,50,50,-3048.76,1235.56,129.604,4.16396,1.41945,2319.94
831,50,50,4791.02,2876.6,195.664,4.16345,1.41685,2312.25
832,50,50,-2106.95,-956.06,83.9915,4.16293,1.90174,2315.15
833,50,50,5769.93,2041.67,87.9475,4.1638,2.20395,2312.91
834,50,50,-9153.72,-7146.64,9.80375,4.16373,1.41916,2319.04
835,50,50,-7524.92,-4547.36,40.0284,4.16302,1.60986,2317.97
836,50,50,4257.37,9115.77,99.6604,4.16408,1.97832,2343.43
837,50,50,-394.629,1047.89,7.3725,4.16456,1.41608,2312.91
838,50,50,915.985,-2407.26,100.552,4.16375,1.4152,2312.91
839,50,50,-376.771,-4242.42,13.6787,4.16456,2.29669,2312.91
840,50,50,-947.349,-9294.66,24.8335,4.16479,1.41884,2333.15
841,50,50,6647.17,-18.9388,74.0073,4.16363,1.85518,2312.91
842,50,50,-3758.08,-3660.01,153.563,4.16359,1.84094,2317.05
843,50,50,-2698.27,-8777.8,48.9558,4.16468,2.21474,2312.91
844,50,50,4463.16,-6081.31,9.10047,4.1636,1.41761,2314.51
845,50,50,-7549.1,6220.27,107.131,4.16319,1.41671,2311.73
846,50,50,2286.68,6679.86,21.9009,4.16452,2.2782,2316.42
847,50,50,8061.09,-2135.82,34.9648,4.16408,1.81675,2316.78
848,50,50,7954.58,-4908.36,35.8793,4.16394,2.32081,2312.91
849,50,50,5401.11,-965.548,15.0649,4.16359,1.41792,2315.38
850,50,50,-7867.71,-561.975,216.032,4.16334,1.97631,2312.34
851,50,50,5898.08,-8611.48,15.68,4.16397,1.87729,2315.32
852,50,50,-9555.39,9779.04,51.0793,4.16412,2.27032,2312.91
853,50,50,-3253.13,-9941.98,4.18966,4.16361,1.41452,2664.41
854,50,50,-1522.69,5864,53.7171,4.16337,2.35625,2790.5
855,50,50,8886.93,3996.35,34.475,4.16366,1.41836,2316.69
856,50,50,2711.01,923.895,10.063,4.16382,2.09128,2318.9
857,50,50,1287.78,-2471.06,3.10361,4.16359,2.35216,2317.94
858,50,50,1558.37,-6710.05,38.1102,4.16378,2.24833,2312.91
859,50,50,3491.36,-4491.08,60.6133,4.16356,2.41173,2316.85
860,50,50,293.632,1994.52,25.7069,4.16402,1.41786,2315.39
861,50,50,-3182.15,7634.49,117.043,4.1636,2.49941,2315.59
862,50,50,-9876.91,-4403.23,19.9207,4.16394,2.05072,2312.9
863,50,50,3566.38,-5137.51,27.702,4.16324,1.41598,2382.02
864,50,50,8936.97,2910.06,18.6125,4.16358,2.02015,2315.4
865,50,50,835.309,-8866.38,35.6739,4.16361,2.04271,2312.91
866,50,50,-673.43,-3852.64,33.8242,4.99673,1.79451,2790.12
867,50,50,-4231.15,2705.9,63.8788,4.16382,1.57398,2522.18
868,50,50,3249.9,3316.47,69.0631,4.16318,1.8393,2312.91
869,50,50,-6515.57,9991.56,188.087,4.1631,1.79392,2314.25
870,50,50,5042.11,-3777.29,120.155,4.16442,1.41692,2312.81
871,50,50,-6780.73,-2764.53,65.2711,4.16333,1.41427,2312.91
872,50,50,-8377.17,-2676.67,372.78,4.16382,2.071,2312.91
873,50,50,6648.37,-7286.29,53.0711,4.16364,1.41882,2318.01
874,50,50,-3885.58,-8470.76,119.291,4.16462,1.58098,2312.05
875,50,50,-7779.54,-5494.34,121.673,4.16283,2.3389,2416.46
876,50,50,7486.44,7599.05,122.791,4.16329,1.41545,2312.9
877,50,50,1686.17,-6747.49,41.4743,4.1642,1.41911,2319.07
878,50,50,-5364.26,2921.91,51.2646,4.16322,1.98374,2314.5
879,50,50,9981.75,-6221.45,26.2054,4.16327,1.41769,2314.62
880,50,50,-6485.28,-7600.47,23.7042,4.16347,2.25671,2312.91
881,50,50,2350.81,6194.09,40.3763,4.16412,2.37499,2458.31
882,50,50,1634.98,6327.08,72.473,4.16328,2.02425,2395.95
883,50,50,-6053.68,7149.19,16.6884,4.16349,1.41591,2312.91
884,50,50,9049.34,3713,22.2825,4.16322,1.81826,2367.08
885,50,50,-6967.96,-4909.57,43.608,4.16375,2.17509,2312.91
886,50,50,-4682.9,-1991.04,180.126,4.16347,2.28743,2312.91
887,50,50,-3917.21,6551.06,19.7485,4.16384,1.79714,2316.65
888,50,50,-588.908,-2911.59,127.49,4.99671,1.47474,2790.12
889,50,50,-8986.61,6988.82,10.9394,4.1648,1.41894,2318.8
890,50,50,-8091.18,-2608.93,77.2725,4.16288,1.41574,2312.91
891,50,50,-3697.24,-6126.07,9.71763,4.99727,1.47468,2790.12
892,50,50,-3004.5,-7582.62,154.414,4.16389,2.30734,2317.78
893,50,50,1288.96,4952.21,5.12147,4.16404,2.00275,2310.62
894,50,50,-8480.4,-3307.33,71.8681,4.16339,2.5025,2317.64
895,50,50,9533.05,-7671,16.149,4.1637,1.41934,2518.28
896,50,50,8230.43,2691.32,208.319,4.16348,1.72208,2316.86
897,50,50,1429.7,-5393.66,92.8246,4.16364,1.4177,2314.76
898,50,50,-2381.31,5299.77,6.90873,4.16331,2.13315,2319.82
899,50,50,-9225.79,5309.14,196.508,4.99751,2.19108,2790.12
900,50,50,9870.4,-9252.37,41.3273,4.16365,1.69905,2677.2
901,50,50,4069.97,1311.28,166.459,4.16417,2.22701,2312.91
902,50,50,2172.88,-2488.69,74.2084,4.16318,1.95959,2310.94
903,50,50,-5258.67,-6688.53,14.3065,4.16391,1.41545,2314.5
904,50,50,6018.06,7218.61,46.8927,4.16372,2.07875,2387.23
905,50,50,-2563.96,-7189.95,5.79768,4.16359,1.8257,2419.36
906,50,50,-6105.66,177.878,63.0547,4.16369,2.04359,2318.54
907,50,50,6509.9,2240.91,124.507,4.16398,1.95951,2312.91
908,50,50,-9205.35,-283.932,74.5633,4.16396,1.98541,2313.88
909,50,50,-9948.37,8026.61,304.316,4.16378,1.88492,2313.86
910,50,50,3414.12,-6008.64,240.938,4.99674,2.03772,2790.12
911,50,50,-5101.94,765.724,152.144,4.16356,2.37803,2317.82
912,50,50,3713.45,7924.96,67.4711,4.16343,2.13722,2312.9
913,50,50,3166.49,-154.137,74.8538,4.16363,1.41519,2312.91
914,50,50,-9120.83,8019.67,13.2638,4.16395,1.41775,2315.04
915,50,50,6517.29,-7569.75,62.5881,4.16442,2.1301,2312.91
916,50,50,-9655.42,-1759.04,81.9045,4.16298,2.36541,2312.91
917,50,50,-1448.2,-7904.62,73.8538,4.16421,1.92496,2317.28
918,50,50,6841.52,-5861.49,168.473,4.16408,1.8411,2312.91
919,50,50,-9226.17,-2685.98,51.076,4.16329,1.93356,2401.75
920,50,50,-6541.37,1408.52,8.07284,4.16395,2.20066,2315.29
921,50,50,9499.4,9769.56,131.476,4.16286,2.19935,2312.91
922,50,50,-8365.54,126.609,60.5207,4.16308,1.41825,2316.13
923,50,50,8288.11,1303.44,49.5538,4.16311,1.41892,2318.09
924,50,50,7878.05,-2401.98,188.366,4.16418,2.18342,2314.74
925,50,50,9382.66,-2038.08,59.6432,4.16372,2.36483,2312.9
926,50,50,-7867.72,-1827.83,66.0933,4.16324,2.32942,2312.91
927,50,50,-3919.48,8153.9,28.5199,4.16336,1.82734,2314.79
928,50,50,6098.37,-1064.42,72.1099,4.16357,1.41466,2312.91
929,50,50,-2318.54,-6601.99,10.9569,4.16332,1.41721,2588.32
930,50,50,-3991.27,7834.9,109.907,4.16358,1.64976,2312.91
931,50,50,-7689.5,-2332.24,74.35,4.99716,1.89727,2790.12
932,50,50,8034.45,5586.86,100.918,4.16411,1.62108,2585.06
933,50,50,-661.628,988.878,62.522,4.16368,1.69621,2455.7
934,50,50,9571.38,5180.26,223.108,4.16259,2.32462,2542.83
935,50,50,-5439.43,3714.26,66.5508,4.1637,1.41937,2319.62
936,50,50,-6094.92,6074.06,66.5372,4.16326,1.41863,2381
937,50,50,8907.64,-4810.62,100.16,4.16424,1.62442,2313.55
938,50,50,3262.52,5272.99,15.8013,4.16445,1.4189,2318.54
939,50,50,-1221.22,2582.31,41.0627,4.16405,1.41896,2318.57
940,50,50,-3023.69,2754.06,34.886,4.16396,1.76438,2596.15
941,50,50,1525.1,-3512.65,183.746,4.16386,1.4191,2318.91
942,50,50,1142.81,1867.58,1.1659,4.16349,1.80265,2682.15
943,50,50,6712.08,5941.97,25.8411,4.16343,1.41554,2619.16
944,50,50,9705.84,392.722,79.781,4.16402,2.01014,2339.19
945,50,50,5568.52,-966.604,1.4693,4.16412,1.41587,2312.91
946,50,50,-6660.98,6791.96,5.64319,4.164,1.41634,2310.98
947,50,50,786.938,-1070.15,17.4398,4.16397,2.30791,2312.91
948,50,50,-4033.69,8645.72,74.986,4.16382,2.2883,2312.91
949,50,50,-2511.06,5774.65,131.522,4.16382,1.41606,2312.91
950,50,50,-2811.84,6743.32,77.2559,4.16369,1.41435,2587.35
951,50,50,-8915.78,-2508.41,90.8981,4.16378,1.41913,2318.94
952,50,50,-4577.71,-8587.62,112.838,4.16317,1.96943,2312.58
953,50,50,-5692.92,-851.414,10.7741,4.1638,1.41845,2317
954,50,50,-2305.19,-9112.86,170.24,4.16364,1.83543,2315.9
955,50,50,-46.122,9946.93,12.6791,4.16452,1.41738,2314.19
956,50,50,9658.08,2733.79,10.8292,4.16351,2.24041,2312.91
957,50,50,-3089.96,1482.04,46.2065,4.99756,2.18964,2790.12
958,50,50,3380.57,2068.1,5.52415,4.16379,1.71893,2312.91
959,50,50,3207.39,-9310,61.045,4.1637,1.72839,2312.91
960,50,50,-7495.44,1768.76,76.7517,4.16333,2.40205,2319.33
961,50,50,-830.092,-5706.34,121.312,4.16287,1.41588,2490.03
962,50,50,-8333.6,9048.43,221.215,4.16417,2.0259,2312.91
963,50,50,5457.28,-1630.06,11.7152,4.16386,1.41454,2312.91
964,50,50,46.3936,-5636.75,11.8133,4.16412,1.86035,2313.94
965,50,50,3660.2,-3124.24,0.111055,0.131709,1.93107,884.735
966,50,50,-4064.69,3661.27,30.0694,4.16338,1.41779,2314.92
967,50,50,7149.97,-5047.67,23.2777,4.1635,1.41525,2312.91
968,50,50,-229.69,9308.23,19.2542,4.1645,2.16391,2652.66
969,50,50,-50.7596,492.649,57.411,4.16317,1.7872,2431.55
970,50,50,-5581.68,-9035,37.0483,4.16368,2.00331,2312.75
971,50,50,-9558.17,3844.21,40.8345,4.16409,1.41812,2384.72
972,50,50,7667.62,-6882.59,110.21,4.16317,1.41814,2315.87
973,50,50,9544.37,4283.9,30.8453,4.16377,1.41545,2312.91
974,50,50,5739.84,-5839.74,13.3914,4.16456,1.99862,2312.91
975,50,50,7849.59,-349.007,84.6686,4.16313,1.84583,2641.97
976,50,50,7234.18,-5738.3,20.0769,4.16367,1.95797,2312.91
977,50,50,2600.68,-3570.76,254.174,4.16373,1.41829,2316.5
978,50,50,2788.31,2013.76,99.7101,4.164,1.41499,2312.91
979,50,50,5064.33,7935.86,217.539,4.16366,1.99908,2395.86
980,50,50,-4318.69,-6841.65,88.1615,4.99821,2.37938,2790.12
981,50,50,-6957.28,1577.29,2.17953,4.1632,1.41852,2316.96
982,50,50,-1950.85,1858.23,22.9394,4.16354,2.07804,2315.64
983,50,50,1055.25,-8983.3,110.484,4.99721,2.47597,2790.12
984,50,50,-8454.59,4814.5,59.3441,4.16443,1.41871,2546.24
985,50,50,2906.93,7908.65,2.7382,3.87008,1.41616,2426.78
986,50,50,4776.93,-4594.26,14.0119,4.99646,1.89828,2790.12
987,50,50,3586.22,3985.71,165.234,4.16388,1.85577,2315.56
988,50,50,1981.97,4813.59,3.59381,4.16444,2.3386,2318.43
989,50,50,-3500.38,-4008.79,35.7996,4.16416,1.94848,2312.91
990,50,50,5120.05,-7248.5,58.6674,4.16348,1.82154,2312.91
991,50,50,4190.26,7407.11,30.7861,4.16397,1.41591,2312.91
992,50,50,8818.64,9781.23,40.1617,4.1635,1.41589,2312.91
993,50,50,2453.41,3473.44,304.031,4.16419,1.87822,2316.93
994,50,50,-5351.36,-3111.64,250.814,4.16354,1.73584,2313.91
995,50,50,-415.155,-5391.24,48.8378,4.16402,1.41725,2313.61
996,50,50,980.753,341.12,152.142,4.16422,1.743,2447.88
997,50,50,5744.82,-7482.93,29.9002,4.16376,1.87045,2316.9
998,50,50,-5395.89,2532.43,73.3365,4.16407,1.41676,2509.69
999,50,50,8571.65,1987.75,20.7295,4.16408,1.41446,2312.91
1000,50,50,2688.92,-1231.71,4.0263,4.16307,1.41722,2313.18
1001,50,50,1251.14,1545.11,95.805,4.9972,2.52415,2790.12
1002,50,50,3708.9,7499.43,89.5443,4.16296,1.4194,2319.43
1003,50,50,5286.9,-1211.21,97.3094,4.16315,1.41435,2312.9
1004,50,50,-8164.81,5783.85,6.29024,4.16325,1.8113,2312.91
1005,50,50,-4074.89,-5973.13,331.675,4.16349,2.33389,2312.91
1006,50,50,-2055.03,-9693.6,96.2243,4.16354,1.41698,2578.89
1007,50,50,-2898.67,-1912.87,23.4566,4.16315,2.32896,2312.91
1008,50,50,-1850.22,-3544.71,59.964,4.16328,1.96883,2310.93
1009,50,50,-4903.8,3546.72,50.9451,4.16389,1.41598,2314.89
1010,50,50,78.5976,-5388.41,11.6793,4.99731,2.00662,2790.12
1011,50,50,-482.503,-3199.11,125.041,4.16422,2.01747,2312.91
1012,50,50,-3977.29,5263.97,187.028,4.16435,2.02193,2316.38
1013,50,50,-9058.82,6032.51,99.9317,4.16431,1.4168,2312.43
1014,50,50,7708.53,-8421.2,12.3238,4.16418,2.2464,2312.91
1015,50,50,6165.76,4275.13,24.8467,4.99756,2.10435,2790.12
1016,50,50,8282.74,393.057,128.914,4.16406,1.4154,2312.91
1017,50,50,8419.12,8321.37,5.78151,4.16401,1.70821,2615.44
1018,50,50,-3306.79,-9009.12,0.509136,4.16343,1.41788,2315.2
1019,50,50,-9324.98,5935.7,32.7795,4.16389,2.16387,2312.91
1020,50,50,-2224.96,3507.46,55.8715,4.16331,1.96894,2492.12
1021,50,50,1894.87,1925.13,24.8279,4.16368,1.41494,2312.91
1022,50,50,-6577.88,664.017,221.519,4.16404,1.41812,2319.37
1023,50,50,-1709.06,-3998.54,7.38376,4.16352,2.39129,2325.36
1024,50,50,-5203.94,-3365.86,144.683,4.16281,1.41858,2316.99
1025,50,50,7218.58,-3538.99,192.377,4.16469,1.41462,2312.91
1026,50,50,-5303.63,-7588.09,114.948,4.16334,1.41435,2312.91
1027,50,50,7873.04,-1315.06,9.45257,4.16327,1.70065,2405.99
1028,50,50,-93.2365,6355.6,126.665,4.99681,1.47473,2790.12
1029,50,50,9908.42,6090.4,192.239,4.16365,1.41523,2316.33
1030,50,50,7407.41,-6993.46,58.9369,4.16305,1.7687,2311.65
1031,50,50,-3781.39,-8820.22,43.8999,4.16483,1.79791,2312.91
1032,50,50,2955.44,-7199.38,132.371,4.16443,2.29347,2313.88
1033,50,50,5530.68,3584.18,85.1687,4.16329,1.41571,2624
1034,50,50,-8782.56,4160.62,6.0044,4.16354,2.11035,2308.93
1035,50,50,4176.21,-4921.92,36.0132,4.16404,2.10133,2314.15
1036,50,50,-6256.36,-1123.9,9.92612,4.16449,2.33816,2315.42
1037,50,50,7792.32,7967.19,38.8637,4.16408,1.66593,2317.7
1038,50,50,3928.21,5686.12,52.5413,4.99789,2.08639,2790.12
1039,50,50,6337.94,6140.41,112.417,4.16316,1.41742,2352.58
1040,50,50,-568.074,-5893.27,12.6176,4.16387,1.41909,2318.88
1041,50,50,4919.37,7878.58,55.8696,4.16316,1.55059,2312.9
1042,50,50,-5821.05,6087.38,222.281,4.16362,1.41559,2312.91
1043,50,50,-2300.82,-2413.37,19.4842,4.16417,1.41605,2425.71
1044,50,50,-8730.74,602.253,79.7779,4.16378,1.41928,2319.4
1045,50,50,7903.86,-2402.21,27.902,4.16411,2.01216,2312.91
1046,50,50,163.028,-1233.58,34.6479,4.16349,1.8984,2319.62
1047,50,50,9787.54,9535.09,194.938,4.16345,2.05808,2407.19
1048,50,50,-2063.39,688.14,37.5357,4.16328,1.48892,2312.91
1049,50,50,1603.09,-3886.33,20.8708,4.16346,2.23466,2312.24
1050,50,50,-9099.51,3399.52,94.7336,4.1641,2.17175,2318.21
1051,50,50,3733.84,5857.99,19.7708,4.16353,1.97133,2312.91
1052,50,50,9725.83,6301.53,73.7351,4.16266,1.82004,2312.9
1053,50,50,5666.88,-8445.53,57.9199,4.16357,1.41754,2314.28
1054,50,50,3159.02,-152.094,29.2117,4.16367,2.15433,2312.91
1055,50,50,-4638.5,9351.73,57.8341,4.99756,1.47464,2790.12
1056,50,50,1097.11,-91.9091,53.7613,4.1636,2.23884,2312.91
1057,50,50,-4880.05,4167.42,86.7727,4.16399,2.02537,2317.23
1058,50,50,-2915.88,5317.95,31.1415,4.16353,1.41786,2317.34
1059,50,50,-9311.32,4049.5,67.0595,4.16399,1.88868,2637.39
1060,50,50,8678.38,3716.92,32.9411,4.16326,2.10063,2317.19
1061,50,50,-7648.25,-9559.86,24.2522,4.16399,1.41814,2316.17
1062,50,50,-8333.11,-6151.68,49.546,4.16358,1.84894,2312.91
1063,50,50,-2841.69,504.214,51.0448,4.1636,1.85125,2318.63
1064,50,50,-9764.8,-5109.28,6.73444,4.16384,2.07956,2411.07
1065,50,50,-7688.3,3129.58,52.5289,4.16401,1.41469,2312.91
1066,50,50,1440,-8620.72,12.9327,4.16431,1.6358,2312.91
1067,50,50,-153.472,-3427.61,6.4902,4.16374,1.98959,2312.91
1068,50,50,-1638.06,-9820.2,111.529,4.16356,1.41923,2319.18
1069,50,50,-6737.19,-4446.47,148.804,4.16296,1.60708,2314.5
1070,50,50,7512.92,-9931.12,105.412,4.16382,1.93104,2312.91
1071,50,50,-4949.43,1171.93,147.514,4.16397,2.42726,2461.53
1072,50,50,9836.57,-1062.78,70.8954,4.16378,2.16293,2317.94
1073,50,50,-7885.23,-8645.95,51.3111,4.16395,1.41594,2312.91
1074,50,50,5209.58,-7148.64,75.9261,4.16275,2.03418,2385.2
1075,50,50,974.595,-9352.69,20.6269,4.16469,1.41478,2312.91
1076,50,50,4154.18,-9050.7,19.1571,4.16343,1.79305,2318.58
1077,50,50,-9439.62,-72.1849,51.999,4.16345,2.25758,2312.91
1078,50,50,2598.62,4495.29,95.522,4.16344,2.13026,2312.91
1079,50,50,1975.59,-3170.68,32.7194,4.164,2.40892,2314.67
1080,50,50,-675.822,-7196.63,69.9257,4.16371,2.45036,2312.91
1081,50,50,5733.51,2325.95,10.711,4.1636,1.74536,2312.91
1082,50,50,-6829.69,8966.93,90.3577,4.16427,1.94817,2312.91
1083,50,50,7857.77,5584.04,139.808,4.16373,1.41807,2315.88
1084,50,50,-6723.39,-2755.75,5.66636,4.16314,2.33077,2318.63
1085,50,50,-2838.74,4426.05,52.2185,4.16366,1.9474,2312.86
1086,50,50,4466.37,7575.97,96.2971,4.16395,2.33318,2317.85
1087,50,50,-9258,9385.54,57.8604,4.16355,1.92946,2312.91
1088,50,50,2082.51,753.225,75.2148,4.16324,1.62635,2313.23
1089,50,50,5169.18,6700.75,50.7324,4.16434,1.41901,2318.82
1090,50,50,-5456.87,630.863,83.9248,4.99727,1.47468,2790.12
1091,50,50,3947.51,1630.94,0.092132,4.16357,0.194328,1615
1092,50,50,-3075.04,-1911.48,156.857,4.16319,1.41768,2314.56
1093,50,50,-618.526,-5047,20.0557,4.16391,2.33698,2317.71
1094,50,50,-531.692,-1148.47,1.898,3.06592,2.17967,2181.5
1095,50,50,-6535.72,-2141.31,74.9737,4.1629,1.41448,2312.9
1096,50,50,1322.3,1337.04,61.0836,4.16307,1.76297,2316.87
1097,50,50,-6090.11,1096.29,36.8278,4.16387,1.98813,2379.84
1098,50,50,-3812.22,8460.9,15.9679,4.1641,1.41648,2311.42
1099,50,50,8422.43,9692.97,123.737,4.16335,1.41507,2312.91
1100,50,50,-1061.15,-501.388,71.083,4.16391,1.41713,2313.22
1101,50,50,2748.75,7789.01,10.6106,4.16303,1.41471,2312.91
1102,50,50,-480.363,5694.55,35.6048,4.164,1.4153,2543.74
1103,50,50,-427.327,-5725.04,49.4252,4.16368,2.57663,2317.39
1104,50,50,-5145.81,-5390.02,158.943,4.16372,1.41757,2321.21
1105,50,50,-1957.68,-2603.38,33.1084,4.16427,1.41736,2314.03
1106,50,50,9053.16,-5701.62,76.4601,4.998,1.4746,2790.12
1107,50,50,-1582.89,-3687.37,123.998,4.16358,1.63641,2312.91
1108,50,50,-4902.21,2363.92,63.0294,4.16387,1.75696,2314
1109,50,50,7176.01,-3499.96,20.2068,4.16413,2.08332,2317.59
1110,50,50,7694.94,753.362,10.5716,4.16423,2.07146,2318.11
1111,50,50,3439.06,-9352.62,76.1789,4.16353,2.51484,2533.26
1112,50,50,8893.48,-9740.73,49.4604,4.16293,1.41586,2312.9
1113,50,50,3293.92,-214.661,62.3941,4.1639,2.12878,2312.91
1114,50,50,7158.22,-5661.21,41.3614,4.16377,1.41664,2311.76
1115,50,50,-407.11,4491.14,21.5963,4.16412,1.41799,2315.81
1116,50,50,3417.38,4625.04,84.6287,4.16426,1.93858,2314
1117,50,50,-2647.21,-4553.16,36.4326,4.1631,2.02666,2312.9
1118,50,50,-3409.54,1350.52,30.9769,4.16372,1.41947,2319.91
1119,50,50,-4259.88,-9673.28,6.79003,4.16354,1.54541,2313.59
1120,50,50,5348.42,-82.398,48.924,4.16426,1.55964,2311.38
1121,50,50,-9974.67,3364.35,35.3829,4.16311,1.41809,2315.71
1122,50,50,8521.07,644.944,114.535,4.16396,1.41522,2482.85
1123,50,50,1179.24,7950.77,158.804,4.16332,2.13436,2315.89
1124,50,50,3800.96,-3507.86,8.7083,4.16334,1.77712,2316.18
1125,50,50,-1897.38,-6676.11,148.012,4.16469,1.41687,2312.78
1126,50,50,5888.62,-4305.92,24.1378,4.99762,1.47464,2790.12
1127,50,50,7206.05,-2600.77,6.07671,4.16421,1.6403,2311.12
1128,50,50,-4019.74,-6137.54,41.2234,4.16312,2.06789,2316.48
1129,50,50,3987.85,3410.9,53.8126,4.16312,1.41782,2314.91
1130,50,50,-2273.84,6540.03,26.463,4.16423,2.01306,2317.3
1131,50,50,-4945.19,7604.02,88.4584,4.16351,1.86749,2330.21
1132,50,50,6349.37,-1289.85,57.0541,4.16323,2.13508,2313.5
1133,50,50,4568.32,-6398.47,70.8688,4.1629,1.41709,2312.74
1134,50,50,2512.18,3660.2,5.14134,4.16346,2.13589,2313.98
1135,50,50,-3059.92,1971.48,17.6546,4.16363,2.33093,2552.86
1136,50,50,2511.84,5374.18,100.243,4.16383,1.65673,2312.91
1137,50,50,-3314.76,-8071.3,33.7225,4.16364,2.22428,2319.44
