eventID,bn_wt,zns_wt,x_um,y_um,depth_um,alpha_len_um,li7_len_um,edep_keV
377,50,50,4320.23,-1810.82,44.1428,4.164,2.50568,2312.78
378,50,50,-2577.54,-1416.12,16.216,4.1634,1.41457,2312.91
379,50,50,4568.87,4389.71,5.11555,4.16371,1.41923,2336.18
380,50,50,7010.07,-2599.28,97.662,4.16353,2.07317,2312.91
381,50,50,-6427.9,-6360.71,59.6919,4.16369,2.19024,2319.36
382,50,50,2509.77,-1789.12,37.0843,4.16313,2.00561,2563.83
383,50,50,-9877.61,-1059.04,8.50083,4.16405,1.41818,2316.3
384,50,50,-8806.74,-6093.64,151.268,4.16338,1.73062,2312.91
385,50,50,5531.82,4098.49,99.4997,4.16327,1.41805,2315.65
386,50,50,-6979.77,5011.07,46.3653,4.16327,2.20761,2311.6
387,50,50,-4853.82,-3227.28,158.632,4.1637,1.94261,2532.23
388,50,50,-6993.94,8746.13,12.4962,4.16361,2.03489,2311.03
389,50,50,-639.042,5781.41,40.204,4.16359,1.91897,2312.91
390,50,50,8258.87,9203.86,102.54,4.16443,1.60997,2313.1
391,50,50,604.352,-3994,127.748,4.16394,2.03326,2319.92
392,50,50,-4005.27,-7345.21,82.1187,4.16356,2.15978,2315.58
393,50,50,8528.5,7620.7,96.6128,4.16374,1.41443,2392.14
394,50,50,-4541.38,-262.499,24.7461,4.16323,2.03949,2790.5
395,50,50,5751.61,4494.37,42.5464,4.16378,1.41572,2312.91
396,50,50,5852.18,-1233.48,145.074,4.16307,1.82129,2312.91
397,50,50,-8592.75,1983.89,145.523,4.99721,2.40024,2790.12
398,50,50,-519.396,-4114.01,36.2118,4.16317,1.41754,2314.14
399,50,50,2079.52,-7393.84,3.1481,4.16448,1.41745,2499.63
400,50,50,8152.68,4781.99,57.7561,4.16351,1.41947,2319.84
401,50,50,-5075.47,460.189,83.9993,4.16373,1.41748,2549.23
402,50,50,-2916.36,736.267,13.6392,4.16349,1.53266,2317.06
403,50,50,3926.47,6800.08,10.7233,4.16309,1.41553,2573.81
404,50,50,-3550.35,243.097,44.3046,4.99764,2.00439,2790.12
405,50,50,-939.991,2257.45,152.64,4.16371,1.41897,2611.97
406,50,50,3075.6,5612.68,141.107,4.99742,2.39011,2790.12
407,50,50,1939.88,5984.83,31.0084,4.16371,1.41828,2316.46
408,50,50,8944.3,-458.482,163.446,4.16368,1.86058,2316.67
409,50,50,9656.89,-4719.7,1.303,2.35666,1.41462,1805.64
410,50,50,-3710.73,-2481.33,133.238,4.16306,2.01965,2312.9
411,50,50,9385.35,2250.54,43.1186,4.16395,1.41909,2559.7
412,50,50,4239.96,-1362.87,365.004,4.164,1.41841,2316.95
413,50,50,3918.08,-8599.39,114.321,4.16343,1.41839,2317.85
414,50,50,6588.4,-3655.24,7.6524,4.16442,2.11116,2314.56
415,50,50,-2502.48,-9686.68,50.7364,4.16396,2.39582,2312.91
416,50,50,-5825.97,8382.57,231.364,4.16334,1.41802,2315.57
417,50,50,-1111.28,1146.3,46.031,4.16334,2.1591,2312.91
418,50,50,-8315.77,-3393.09,34.0398,4.16391,2.1528,2606.53
419,50,50,-8904.21,9369.98,221.379,4.16432,2.1077,2316.2
420,50,50,3498.31,8399.11,82.0023,4.16352,1.41503,2312.91
421,50,50,8631.63,3137.53,27.9704,4.1641,1.97237,2318.26
422,50,50,4227.79,-2743.41,15.5723,4.16351,1.86421,2318.78
423,50,50,5000.84,2982.77,32.4202,4.16389,2.10615,2312.91
424,50,50,9911.66,8572.93,206.719,4.1638,2.09611,2313.08
425,50,50,7792.79,2905.38,107.799,4.16346,2.38559,2315.57
426,50,50,-9983.15,-6641.23,21.0085,4.16373,1.41944,2319.84
427,50,50,8588,6878.76,26.3591,4.16396,1.41628,2312.91
428,50,50,5760.14,-5412.52,10.1574,4.16402,1.99182,2312.91
429,50,50,2992.75,9676.61,179.566,4.16375,1.95404,2313.41
430,50,50,-6700.16,8883.05,22.6298,4.16276,1.41564,2312.9
431,50,50,2072.76,1628.17,47.0066,4.16435,1.41788,2596.33
432,50,50,-7570.34,9868.91,63.4864,4.16366,1.85014,2318.38
433,50,50,-1392.71,3642.63,51.4387,4.16402,2.25271,2314.25
434,50,50,-7775.04,-3923.21,44.0272,4.16371,2.437,2424.43
435,50,50,9153.88,6101.68,5.21777,4.16365,1.4175,2314.19
436,50,50,-6970.21,9036.72,83.6923,4.16386,1.71273,2311.65
437,50,50,-12.3936,6927.4,7.4279,4.16435,1.6961,2673.9
438,50,50,7832.84,8250.13,4.44454,4.16398,1.4191,2318.94
439,50,50,-3778.28,1710.56,5.75548,4.16331,2.44711,2311.85
440,50,50,4513.26,-9152.89,146.572,4.16341,1.59751,2312.91
441,50,50,-7501.02,6376.39,3.34351,4.1391,1.41856,2317.14
442,50,50,-8741.85,7357.1,10.6926,4.16392,1.76818,2319.89
443,50,50,1497.4,-9672.36,64.1068,4.16339,1.41546,2312.91
444,50,50,8822.21,7495.86,21.1319,4.16387,2.38486,2316.98
445,50,50,-7242.6,-5028.75,27.6998,4.16387,2.0955,2312.9
446,50,50,5771.04,1529.66,31.5466,4.163,2.24281,2432.59
447,50,50,4201.85,2781.58,33.1456,4.16388,1.96027,2319.79
448,50,50,2242.76,-7445.32,197.691,4.99718,2.2136,2790.12
449,50,50,-8460.25,-244.791,47.6178,4.16392,2.22731,2315.9
450,50,50,2180.43,-8532.65,141.194,4.16324,2.34099,2313.09
451,50,50,-4593.4,-6741.78,92.9402,4.16316,2.56241,2379.21
452,50,50,-7833.07,5089.28,258.05,4.16289,1.68596,2312.91
453,50,50,-5383.69,7528.82,57.7648,4.16286,1.84697,2312.9
454,50,50,9666.26,-9118.42,175.204,4.16449,2.33543,2319.33
455,50,50,-5790.97,-7581.42,17.5475,4.16325,1.41543,2317.2
456,50,50,7501.25,-4348.14,39.6573,4.16409,2.36728,2313.7
457,50,50,-6363.52,-6766.64,99.61,4.16358,1.95545,2315.12
458,50,50,9886.22,-9814.88,106.106,4.99792,2.36451,2790.12
459,50,50,4342.65,-738.608,10.6555,4.1635,1.41691,2312.43
460,50,50,7303.9,8472.42,55.2079,4.16383,1.75345,2316.31
461,50,50,8035.13,6854.8,37.634,4.16308,2.24387,2317.55
462,50,50,-6401.45,4381.43,1.91425,4.16411,2.23268,2310.92
463,50,50,5395.99,5343.98,105.599,4.16462,1.56516,2311.65
464,50,50,-745.917,4200.77,152.754,4.99763,1.47464,2790.12
465,50,50,2534.39,-3402.79,9.46517,4.16363,1.88653,2318.85
466,50,50,-2566.79,3717.64,95.9319,4.99781,2.48426,2790.12
467,50,50,-3816.44,9808.88,64.1054,4.1638,2.39847,2316.65
468,50,50,5221.05,4779.99,95.7476,4.16354,2.15031,2313.3
469,50,50,-2325.69,-4765.48,79.5474,4.16427,1.95299,2312.91
470,50,50,-9088.99,-2358.95,4.48263,4.16411,2.12168,2500.96
471,50,50,-3085.73,-5530.13,15.2526,4.16361,1.4183,2316.49
472,50,50,-8603.06,-2382.85,32.3313,4.16343,1.4159,2312.91
473,50,50,7921.12,8633.8,7.86059,4.164,1.41544,2312.91
474,50,50,2414.43,-8623,48.1726,4.9969,2.11575,2790.12
475,50,50,-3686.06,9026.59,11.1072,4.16394,1.41855,2317.34
476,50,50,9727.43,2267.16,52.6619,4.16445,2.00053,2312.91
477,50,50,9352.37,6481.31,66.6047,4.16347,1.92915,2319.42
478,50,50,-6776.72,5301.05,96.5824,4.16352,1.41666,2311.73
479,50,50,884.108,-1298.15,73.1004,4.16345,2.22146,2624.35
480,50,50,-9521.95,-4638.18,82.7345,4.16314,1.41909,2318.61
481,50,50,-6764.5,5839.76,14.2191,4.16358,2.02794,2310.95
482,50,50,-725.146,9611.23,60.876,4.16395,1.83109,2314.41
483,50,50,9410.19,-5870.87,6.55694,4.16424,1.4179,2315.58
484,50,50,6528.8,5798.07,70.4005,4.16336,2.3658,2312.91
485,50,50,-1357.62,7708.05,38.415,4.164,2.06046,2312.91
486,50,50,2937.36,-6034.78,9.64316,4.16371,1.41546,2470.3
487,50,50,-5727.09,7868.86,73.9631,4.16401,1.41829,2414.51
488,50,50,-8141.67,66.7011,145.14,4.16374,1.68553,2312.91
489,50,50,5106.29,1145.59,20.0184,4.16289,1.41479,2312.9
490,50,50,-8854.84,5540.33,135.432,4.16364,1.64201,2312.91
491,50,50,-2998.15,1610.56,125.715,4.16434,1.41479,2312.91
492,50,50,-3252.76,-9247.93,355.163,4.99842,2.1219,2790.12
493,50,50,-5631.45,-5388.57,80.2559,4.16338,1.41579,2312.9
494,50,50,-5099.85,-5457.91,92.2547,4.16336,1.75974,2313.4
495,50,50,5979.18,-2471.96,22.0561,4.16349,1.41474,2334.78
496,50,50,9305.48,9488.02,156.818,4.16362,1.82232,2313.04
497,50,50,5356.29,-6722.55,1.88141,4.16381,1.41694,2312.64
498,50,50,6163.3,1166.52,78.2213,4.16413,1.83198,2790.42
499,50,50,-7330.44,6320.51,62.9348,4.16353,2.19703,2316.95
500,50,50,-747.961,395.231,87.3351,4.16432,1.41787,2315.53
501,50,50,-6942.88,-1330.76,36.7373,4.16388,1.41516,2312.91
502,50,50,5871.12,4761.19,69.6128,4.16361,1.41668,2311.82
503,50,50,7379.98,7826.54,49.7559,4.16376,1.89035,2312.91
504,50,50,-3681.45,5454.65,56.5559,4.16361,1.7213,2314.35
505,50,50,5298.85,7783.94,124.51,4.16386,1.41529,2312.91
506,50,50,-546.734,-1837.95,154.032,4.16348,2.27821,2312.91
507,50,50,7426.62,4774.54,55.6396,4.1636,1.41729,2313.58
508,50,50,-2387.68,-8539.24,6.97814,4.16395,1.41542,2442.72
509,50,50,-783.75,-2489.39,34.8718,4.16326,1.93531,2312.91
510,50,50,-2362.11,6866.91,37.5176,4.16402,2.5019,2316.65
511,50,50,-2077.25,-5958.51,68.4797,4.16331,1.74802,2312.91
512,50,50,-2576.24,-650.636,120.801,4.16386,2.27885,2312.91
513,50,50,-3174.09,6902.21,40.0041,4.16391,1.41821,2316.36
514,50,50,-9426.62,3492.61,0.128835,0.135744,2.19308,892.649
515,50,50,8701.33,-6690.65,205.425,4.16407,1.78157,2312.91
516,50,50,-1932.2,586.526,29.4961,4.16377,2.23812,2355.45
517,50,50,5553.36,4924.8,129.875,4.16349,2.21495,2601.58
518,50,50,7789.49,6584.59,62.6749,4.16351,1.80686,2315.01
519,50,50,8407.75,9251.72,106.087,4.16363,1.98058,2312.91
520,50,50,2216.67,9523.76,66.8546,4.16376,1.68642,2312.91
521,50,50,9561.34,3910.49,40.3903,4.16366,1.6458,2318.88
522,50,50,3821.49,-9503.63,334.451,4.16407,2.19413,2312.91
523,50,50,-2690.76,8585.33,139.715,4.16423,1.41704,2608.41
524,50,50,-3302.42,-3617.91,60.586,4.16355,1.4185,2317.05
525,50,50,-4319.19,-1986.1,73.9694,4.16346,1.41434,2312.91
526,50,50,5156.51,-8459.36,6.27929,4.16441,1.4168,2312.47
527,50,50,2287.66,4176.4,133.844,4.16362,2.10813,2317.77
528,50,50,-7472.65,2790.01,56.5623,4.16339,1.85477,2312.91
529,50,50,-6977.35,-700.96,47.0588,4.16355,1.41915,2318.92
530,50,50,-4319.44,-3088.55,37.8638,4.16291,2.00953,2312.9
531,50,50,-1567.94,3503.98,17.0086,4.16305,2.16867,2486.65
532,50,50,-3948.42,4523.7,85.2888,4.16333,1.41897,2318.34
533,50,50,-9011.45,2308.55,170.33,4.16325,2.11244,2393.43
534,50,50,4536.87,7892.02,29.9905,4.16372,1.41692,2312.54
535,50,50,8735.2,5975.03,67.4893,4.16354,2.1034,2312.9
536,50,50,2898.98,2994.23,78.8287,4.16387,1.4167,2311.97
537,50,50,-3742.46,-8605.13,52.739,4.16385,1.41631,2312.91
538,50,50,4622.58,7076.6,4.32926,4.1639,1.41639,2534.07
539,50,50,3064.81,8780.1,20.4368,4.16446,1.80043,2312.91
540,50,50,-8099.75,3398.56,3.89728,4.16375,1.41626,2312.91
541,50,50,1256.38,-34.9983,17.667,4.16315,1.41929,2319.19
542,50,50,-9531.66,142.346,18.5507,4.16284,2.09286,2317.39
543,50,50,-5676.61,3651.7,122.305,4.16397,1.41857,2317.4
544,50,50,-2763.92,5407.36,6.38447,4.16405,1.41575,2312.91
545,50,50,7553.17,7226.58,40.3077,4.16373,1.41428,2312.91
546,50,50,-1399.26,-7006.08,134.013,4.1636,1.41924,2319.2
547,50,50,-9644.84,7519.55,78.7479,4.16335,1.87177,2318.33
548,50,50,-4683.87,-4497.9,34.3669,4.16324,1.41692,2379.48
549,50,50,-6793.08,-2878.42,0.496419,4.16387,1.8149,2569.68
550,50,50,3202.91,2103.78,66.4413,4.16317,1.80141,2317.7
551,50,50,-6254.26,-7824.62,7.73002,4.16354,2.14589,2534.01
552,50,50,-3428.93,9904.57,200.779,4.1639,1.41583,2312.91
553,50,50,3403.35,-1259.62,70.7731,4.16329,2.16724,2394.3
554,50,50,741.322,5132.23,119.583,4.16356,1.55326,2312.91
555,50,50,5601.95,-3438.66,20.032,4.16442,1.92047,2318.36
556,50,50,-8871.14,3862.08,163.095,4.16379,1.59581,2314.84
557,50,50,7657.33,-5297.73,168.718,4.16386,1.41582,2312.91
558,50,50,-3861.17,9964.48,19.693,4.16396,1.99552,2315.97
559,50,50,9447.21,6046.46,1.62427,4.16371,1.75017,2564.24
560,50,50,1067.45,-3813.11,159.7,4.16445,2.14338,2312.32
561,50,50,4221.67,6068.59,25.8886,4.164,1.41614,2312.91
562,50,50,8353.03,7321.14,38.1166,4.16371,2.34367,2313.2
563,50,50,9154.28,-2812.07,1.88186,3.01757,1.95855,2284.77
564,50,50,-880.412,-4759.3,29.394,4.16344,1.90386,2331.67
565,50,50,-3756.19,-6633.7,68.3571,4.16401,2.37785,2315.08
566,50,50,4796.73,14.8441,22.8568,4.16345,1.41451,2433.37
567,50,50,8466.52,-2572.56,142.948,4.99754,1.47465,2794.03
568,50,50,-5305.54,2760.48,11.3211,4.16428,1.9711,2317.62
569,50,50,2093.16,-1176.14,87.7808,4.16388,1.58848,2319.88
570,50,50,-5081.31,-6427.37,29.9733,4.16346,2.29147,2314.09
571,50,50,-1617.26,4894.75,51.8461,4.16346,1.99943,2312.91
572,50,50,-1076.29,3380.4,69.9382,4.16342,1.41805,2507.72
573,50,50,-2597.9,-4032.83,19.2708,4.16374,1.41922,2323.58
574,50,50,9176.57,4399.36,71.9287,4.16426,1.41675,2312.27
575,50,50,4585.55,-448.522,202.277,4.16368,2.45547,2312.94
576,50,50,-7949.67,5120.65,33.1364,4.16382,2.31346,2312.91
577,50,50,-6699.63,-1517.36,90.7833,4.16354,1.41631,2467.28
578,50,50,-1134.32,-3758.74,69.2268,4.16342,1.41805,2315.7
579,50,50,8516.4,7022.79,0.40446,4.16342,0.495054,1811.01
580,50,50,4002.33,1355.12,5.71569,4.16361,1.41815,2481.84
581,50,50,6473.62,8582.52,112.045,4.16327,1.9851,2314.79
582,50,50,9620.13,4678.82,43.3209,4.1637,1.69279,2315.12
583,50,50,6707.46,5251.7,69.2284,4.16385,2.339,2312.95
584,50,50,-2218.08,-5815.29,272.612,4.16498,2.87703,2312.91
585,50,50,8292.93,5042.65,55.6884,4.16267,2.25181,2312.9
586,50,50,4088.01,-2363.74,37.3478,4.16337,1.41932,2319.34
587,50,50,-3460.76,7641.63,75.1978,4.16374,1.66913,2319.14
588,50,50,-1009.43,-3716.57,275.953,4.16301,1.91388,2312.91
589,50,50,-4835.05,-7300.34,14.1751,4.16344,1.99443,2319.42
590,50,50,641.301,-2417.82,9.16201,4.16398,1.4142,2312.91
591,50,50,-5079.96,5217.41,60.2225,4.1636,1.8686,2319.43
592,50,50,9335.13,-4196.8,44.027,4.16393,1.41688,2312.53
593,50,50,-9830.78,-7288.48,338.133,4.16358,1.41726,2317.37
594,50,50,4216.81,5145.58,164.339,4.16416,1.70183,2311.6
595,50,50,-234.372,245.889,81.191,4.16368,2.021,2312.01
596,50,50,7997.64,3176.67,147.746,4.16381,2.4152,2312.91
597,50,50,-2623.09,-9909.95,4.77224,4.16361,2.03343,2312.91
598,50,50,409.405,-5199.56,116.353,4.16411,1.75566,2518.33
599,50,50,7079.41,-8955.72,30.3918,4.1632,2.34249,2313.02
600,50,50,5856.33,-6252.77,93.7383,4.99692,2.21114,2790.12
601,50,50,9869.78,7783.38,4.26095,4.16411,1.4155,2612.94
602,50,50,149.534,6611.17,30.8457,4.16362,1.41588,2312.91
603,50,50,7659.61,-4410.73,26.2959,4.16375,1.41944,2319.84
604,50,50,6973.26,-1415.74,21.3966,4.16362,1.41814,2316.02
605,50,50,-3355.32,-9251.08,32.4156,4.16349,2.08067,2312.91
606,50,50,-2661.45,-5313.97,12.1477,4.16362,2.12507,2317.85
607,50,50,9187.69,745.192,75.401,4.1627,2.04504,2311.07
608,50,50,-850.931,7133.53,82.4064,4.16369,1.41815,2527.25
609,50,50,-219.389,9422.87,144.458,4.16421,1.41855,2317.44
610,50,50,5361.13,3179.2,66.3596,4.16385,1.41911,2318.93
611,50,50,3937.53,6363.5,5.50108,4.16407,1.41783,2315.32
612,50,50,-2697.25,-5266.02,42.6256,4.1638,1.80891,2312.9
613,50,50,-8291.08,-1593.37,115.298,4.16315,1.41657,2315.73
614,50,50,3408.01,-6855.7,33.8756,4.16362,1.41924,2663.92
615,50,50,4684.7,-8500.9,287.389,4.16392,1.41532,2312.91
616,50,50,332.588,7317.73,88.9917,4.16355,2.29108,2312.91
617,50,50,-6051.95,1114.58,22.5357,4.16295,1.97924,2312.9
618,50,50,8728.41,6538.4,3.86969,4.16371,1.7688,2316.26
619,50,50,7288.37,-5147.24,4.18545,4.16354,1.98589,2309.28
620,50,50,-6687.62,9162.95,111.228,4.16331,1.4185,2316.96
621,50,50,-938.647,693.221,41.304,4.16329,2.09316,2314.89
622,50,50,9790.37,9449.09,27.777,4.16366,2.08353,2316.82
623,50,50,-269.125,2302.92,29.5544,4.16416,1.41535,2312.91
624,50,50,-8472.1,-1682.39,54.5416,4.16433,2.38996,2312.91
625,50,50,-6787.23,2205.84,56.9155,4.16425,1.93782,2313.72
626,50,50,3351.24,217.41,177.686,4.16415,2.03547,2315.12
627,50,50,-1393.77,-7243.15,6.6739,4.16414,1.73733,2441.3
628,50,50,5049.54,-9576.39,16.3626,4.99736,2.08399,2790.12
629,50,50,-4795.9,-5295.34,8.25227,4.16356,1.50198,2312.91
630,50,50,6840.39,629.378,27.9446,4.16335,1.41705,2455.54
631,50,50,8582.23,-2559.53,94.7533,4.16414,1.41863,2317.65
632,50,50,-1935.37,2950.49,46.8455,4.16394,1.82938,2436.9
633,50,50,-7394.44,-4917.61,73.8036,4.16408,1.41924,2319.38
634,50,50,-6656.38,9528.33,25.6203,4.16418,1.41921,2319.35
635,50,50,928.305,-5406.53,122.305,4.16376,2.29528,2422.08
636,50,50,-5885.69,9193.95,34.5099,4.16384,2.03509,2669.32
637,50,50,-4151.72,-2065.39,2.63891,4.16405,1.71514,2309.9
638,50,50,5999.12,-5027.82,73.2152,4.1637,2.05344,2312.91
639,50,50,8794.36,3219.85,14.1099,4.16301,1.41598,2312.9
640,50,50,6622.09,-6925.58,96.4108,4.16423,1.41665,2311.98
641,50,50,-2901.01,7117.79,19.7335,4.16306,2.22529,2312.91
642,50,50,-5003.64,-4689.41,13.8881,4.1638,1.78662,2312.91
643,50,50,-5406.76,-6899.79,23.7046,4.16313,2.45144,2319.17
644,50,50,6328.1,-1940.89,22.1049,4.16419,2.20037,2312.91
645,50,50,-683.985,4571.06,60.8366,4.16361,1.8701,2312.91
646,50,50,9960.28,-5101.55,76.8795,4.163,1.4174,2578.34
647,50,50,-443.965,4512.19,11.0054,4.16392,2.12761,2312.91
648,50,50,-1348.61,5668.89,102.141,4.16342,2.08205,2312.91
649,50,50,6979.87,-3092.07,37.7245,4.16368,1.41748,2314.16
650,50,50,4211.5,-1884.86,30.5904,4.16377,1.41773,2314.9
651,50,50,2744.78,1208.22,59.0247,4.99763,2.29165,2790.12
652,50,50,3606.87,56.7437,95.2391,4.16338,1.41727,2313.43
653,50,50,-5259.79,4469.14,16.3711,4.16316,1.41789,2315.13
654,50,50,-8983.1,-6933.56,155.594,4.16357,1.70567,2644.87
655,50,50,-7636.66,-8608.79,42.0143,4.16354,1.76192,2413.78
656,50,50,-9625.18,-2548.5,137.811,4.1641,2.11945,2312.63
657,50,50,-5230.03,4019.28,44.1798,4.16439,2.32415,2489.36
658,50,50,-3390.98,4953.14,9.34476,4.16321,2.34193,2312.1
659,50,50,-3604.17,-4173.66,38.7493,4.16309,2.24432,2318.3
660,50,50,8083.9,-6085.37,10.4388,4.16344,1.91786,2616.52
661,50,50,6581.03,-2028.81,53.8643,4.16368,1.97458,2312.9
662,50,50,-2778.32,2571.7,67.8734,4.16389,1.88375,2328.79
663,50,50,-9866.92,4787.01,3.14447,4.16364,1.41755,2314.33
664,50,50,2214.76,-3010.38,14.4584,4.16382,2.00587,2312.91
665,50,50,-5069.3,-2417.21,189.215,4.16411,2.00907,2312.91
666,50,50,-2475.31,-2610.17,28.6521,4.16404,1.41656,2558.93
667,50,50,7321.11,1719.36,50.4085,4.99679,1.75257,2790.12
668,50,50,-4300.77,-6348.31,7.62487,4.16425,2.04576,2312.6
669,50,50,8979.19,5753.09,85.2172,4.99772,2.24767,2790.12
670,50,50,3554.48,-7726.47,40.2625,4.16399,1.87545,2312.91
671,50,50,-1016.62,-9571.81,57.1608,4.16395,1.41879,2503.84
672,50,50,2547.1,1283.84,42.0496,4.1627,1.41735,2313.41
673,50,50,-9925.69,-3282.73,52.6246,4.16377,1.41934,2319.57
674,50,50,4071.59,7586.12,40.0967,4.16386,1.41703,2312.92
675,50,50,6790.77,-7008.41,0.191956,4.16385,0.227134,1634.08
676,50,50,-9105.07,-9759,26.1898,4.16377,1.41909,2318.83
677,50,50,-809.092,-5524.11,75.3935,4.16316,2.11986,2312.91
678,50,50,-3493.67,-2682.95,17.0782,4.16391,2.02166,2314.97
679,50,50,-5339.55,-7287.41,0.0401879,0.0928259,1.86564,876.407
680,50,50,-6273.14,11.8444,40.1209,4.16302,2.06823,2312.91
681,50,50,8427.02,4265.44,268.022,4.1637,1.41836,2316.69
682,50,50,-7775.15,3031.64,69.7025,4.16418,1.41729,2313.79
683,50,50,7607.09,5803.37,107.637,4.16431,1.53749,2404
684,50,50,846.797,-5026.04,50.1461,4.16415,1.41877,2318.05
685,50,50,-4303.14,2788.73,46.5841,4.16375,1.4155,2312.91
686,50,50,-5963.75,-8367.94,95.637,4.16405,1.54975,2317.7
687,50,50,4924.86,4649.64,2.71662,2.9138,1.8787,1876.53
688,50,50,43.1171,-5442.13,5.48774,4.16389,2.20248,2317.29
689,50,50,-3766.66,-1044.26,63.8491,4.16343,1.4165,2311.22
690,50,50,-1979.65,7935.48,84.9298,4.16382,2.07857,2545.36
691,50,50,-6931.62,-9163.95,45.5502,4.16383,1.41656,2311.55
692,50,50,-4634.81,-3392.35,76.9576,4.16389,1.41713,2313.22
693,50,50,-9077.95,-3792.98,91.2212,4.16414,2.00123,2405.2
694,50,50,-9692.31,-9204.49,20.9737,4.16324,2.29128,2313.17
695,50,50,-6705.4,-5603.66,56.1176,4.16374,1.41582,2312.91
696,50,50,7035.11,-8591.92,82.9523,4.16367,2.15496,2313.31
697,50,50,-3545.98,6040.17,130.407,4.16354,1.5373,2351.4
698,50,50,4894.81,-9026.66,54.968,4.16353,2.22461,2311.13
699,50,50,7217.92,9973.46,90.3602,4.99702,1.4747,2790.12
700,50,50,-7710.09,-5663.76,160.042,4.16405,1.41873,2317.91
701,50,50,608.282,-8637.5,108.932,4.16358,1.41522,2312.91
702,50,50,4182.19,-7162.69,105.764,4.16396,2.12517,2562.73
703,50,50,2782.46,-6163.26,50.8013,4.16384,2.17676,2411.16
704,50,50,2480.99,-6544.76,45.3176,4.99738,1.47466,2790.12
705,50,50,-748.159,-8601.76,8.4479,4.16311,1.41597,2312.91
706,50,50,-7916.27,1248.25,245.988,4.16331,1.9701,2312.97
707,50,50,4618.87,-4576.89,89.2351,4.16446,1.87224,2312.91
708,50,50,-984.934,-1285.06,1.31606,1.70726,2.08615,1682.52
709,50,50,168.413,5771.47,142.337,4.16373,1.41689,2312.48
710,50,50,4069.29,-312.766,150.863,4.16363,1.41903,2318.62
711,50,50,-9856.2,-6282.36,19.5576,4.16312,2.30147,2311.36
712,50,50,8311.22,-5426.96,11.4105,4.16444,1.636,2318.38
713,50,50,7116.03,-3458.98,76.829,4.16344,1.97368,2315.6
714,50,50,1321.71,8387.95,32.9965,4.16346,2.29823,2611.26
715,50,50,-6019.5,-9726.06,337.117,4.1636,1.41934,2319.49
716,50,50,4783.18,6835.79,36.3092,4.16401,2.32936,2315.91
717,50,50,-8089.32,9878.97,43.6011,4.1638,1.78056,2312.91
718,50,50,-8526.5,-1910.48,221.427,4.16446,1.94921,2312.91
719,50,50,7331.86,8501.51,171.359,4.16394,1.4165,2575.35
720,50,50,-8943.32,-6901.15,1.54848,4.16415,2.30235,2318.13
721,50,50,-1527.79,4934.69,10.6184,4.16438,1.8942,2312.05
722,50,50,-8438.85,-4504.46,71.9655,4.16362,2.45112,2312.91
723,50,50,-823.864,3617.77,31.9921,4.16419,2.03807,2312.1
724,50,50,-1153.36,2286.86,15.8008,4.16358,1.41578,2544.89
725,50,50,1986.34,-3833.6,32.3956,4.16383,1.41868,2535.78
726,50,50,-4858.25,8065.87,78.3592,4.16446,1.58682,2315.54
727,50,50,-8894.06,-5868.07,87.2588,4.16425,2.06223,2312.91
728,50,50,-3795.87,-6975.45,109.866,4.16348,2.01257,2315.54
729,50,50,2510.94,146.557,310.327,4.16417,2.18099,2331.03
730,50,50,-8272.78,-9779.88,211.733,4.16334,2.21785,2313.96
731,50,50,3364.44,9588.33,114.858,4.16412,2.1335,2365.38
732,50,50,-5297.54,3708.34,40.8753,4.16339,1.41908,2318.65
733,50,50,-4168.02,2083.91,2.95286,4.16393,1.41804,2315.88
734,50,50,-9341.63,-3000.98,8.41639,4.16416,2.032,2312.91
735,50,50,-1246.58,2166.69,28.0338,4.16343,1.71057,2341.33
736,50,50,-2788.29,9595.1,65.4273,4.1627,1.41496,2312.9
737,50,50,1800.03,4339.4,18.3284,4.1641,1.41885,2318.26
738,50,50,1792.66,-6873.87,21.932,4.16348,2.24525,2312.9
739,50,50,2910.68,-2121.1,154.094,4.1642,2.27829,2312.91
740,50,50,2575.43,-3818.81,6.51723,4.16381,2.05882,2680.59
741,50,50,-3739.98,-2027.91,8.22372,4.1631,1.89677,2519.48
742,50,50,-744.781,7717.65,47.5572,4.16341,1.41511,2312.91
743,50,50,3518.83,-5371.05,242.542,4.99709,2.29638,2790.12
744,50,50,4591.67,-5477.27,68.6114,4.16381,1.86247,2312.61
745,50,50,-3016.98,9878.44,6.3789,4.16441,2.02511,2315.03
746,50,50,-2536.39,-7305.85,208.997,4.16284,1.41696,2312.33
747,50,50,644.071,7230.91,28.1732,4.16398,1.78202,2312.91
748,50,50,1078.71,-5915.11,178.383,4.16391,1.41584,2312.91
749,50,50,7735.22,-9790.16,167.573,4.16412,1.41825,2316.55
750,50,50,-8544.97,-3507.09,91.7892,4.1634,2.21404,2312.9
751,50,50,8051.15,6791.76,33.4347,4.16371,1.41868,2566.85
752,50,50,-8918.21,-8993.56,205.32,4.16388,2.07338,2315.12
753,50,50,-5417.96,8046.63,192.67,4.16296,2.01822,2316.31
754,50,50,5524.27,7792.67,115.395,4.16389,2.2627,2312.91
755,50,50,6575.27,713.004,48.8967,4.16331,1.82055,2313.06
756,50,50,-2283.88,7333.46,162.036,4.99745,1.47466,2790.12
757,50,50,-721.766,999.897,50.0362,4.99726,2.32996,2790.12
758,50,50,-4284.99,-3019.68,81.0861,4.16369,1.6411,2345.53
