eventID,thickness_um,bn_wt,zns_wt,capture_x_um,capture_y_um,corr_x_um,corr_y_um,depth_um
14,5,2,1,-2967.72,-2312.15,0,0,2.60217
29,5,2,1,-3063.62,1665.14,0,0,4.5887
191,5,2,1,3503.88,-380.954,0,0,4.63828
320,5,2,1,2723.93,643.266,0,0,0.54627
338,5,2,1,3195.42,-2154.51,0,0,0.279409
386,5,2,1,-442.526,-4084.07,0,0,3.57142
402,5,2,1,3214.12,-122.795,0,0,1.90154
509,5,2,1,-2400.66,-837.835,0,0,0.913356
669,5,2,1,-4975.99,-4697.32,0,0,1.60957
679,5,2,1,-4237.87,4673.33,0,0,2.93965
997,5,2,1,1604.69,4027.96,0,0,0.929471
1111,5,2,1,-4859.78,-2306.49,0,0,0.824896
1180,5,2,1,-1092.43,2221.1,0,0,1.46296
1525,5,2,1,-4460.48,-653.297,0,0,1.51051
1609,5,2,1,3730.61,-3582.07,0,0,4.32049
1745,5,2,1,-4141.92,985.587,0,0,3.87713
1855,5,2,1,4455.78,2980.6,0,0,0.50561
2107,5,2,1,-1689.6,-1405.76,0,0,3.62503
2279,5,2,1,1102.43,4575.06,0,0,4.30288
2286,5,2,1,2406.83,-3510.49,0,0,3.66194
2530,5,2,1,2493.98,649.718,0,0,3.28457
2534,5,2,1,1504.27,4594.09,0,0,3.92931
2570,5,2,1,-1469.07,3820.39,0,0,3.6508
2749,5,2,1,-1615.7,273.625,0,0,2.22499
2975,5,2,1,-3012.2,-306.45,0,0,2.93882
3036,5,2,1,921.158,1859.81,0,0,1.93107
3356,5,2,1,-2727.7,-4380.41,0,0,2.58974
3430,5,2,1,2244.16,-4265.87,0,0,2.23102
3761,5,2,1,-3498.32,-2611.42,0,0,4.81838
4387,5,2,1,-1702.63,3808.8,0,0,1.18414
4442,5,2,1,3404.52,1955.29,0,0,2.2821
4525,5,2,1,-1759.18,45.04,0,0,1.85772
4633,5,2,1,-3333.06,-1063.63,0,0,0.77309
4675,5,2,1,40.5463,-4708.34,0,0,0.981874
4751,5,2,1,-1971.21,3417.57,0,0,4.75483
4938,5,2,1,-2327.92,-3273.63,0,0,2.05214
5048,5,2,1,-2424.56,-4394.13,0,0,1.05737
5622,5,2,1,-1399.54,-786.436,0,0,0.404365
5637,5,2,1,-98.5018,-772.125,0,0,3.49948
5757,5,2,1,-1849.44,4681.15,0,0,4.86709
5834,5,2,1,2291.43,2220.39,0,0,3.50499
5954,5,2,1,-4123.43,-3245.03,0,0,1.34303
5975,5,2,1,1394.26,236.667,0,0,4.03276
6249,5,2,1,-4584.31,2639.39,0,0,1.51283
6295,5,2,1,849.741,2949.99,0,0,1.30011
