eventID,thickness_um,edep_keV
0,50,2319.81
4,50,2316.78
38,50,2316.21
41,50,2312.91
49,50,2312.5
53,50,2312.91
67,50,2312.9
70,50,2226.82
82,50,1502.17
126,50,2312.73
180,50,2314.5
196,50,2316.59
218,50,2319.74
232,50,2316.51
234,50,2312.91
248,50,2312.9
257,50,2317.99
270,50,2310.47
274,50,2317.74
295,50,2319.44
319,50,2312.91
334,50,2309.89
335,50,2312.91
342,50,997.226
362,50,2311.33
369,50,2312.91
382,50,2312.91
384,50,2313.57
396,50,2318.2
400,50,2312.91
422,50,2313.61
426,50,2312.91
427,50,2312.14
431,50,2312.86
462,50,2316.96
471,50,2309.9
486,50,2312.91
499,50,2310.15
505,50,2312.91
506,50,1271.85
518,50,2311.29
537,50,2312.91
561,50,2314.9
577,50,2312.91
585,50,2312.93
589,50,2309.54
605,50,2318.6
612,50,2312.91
673,50,2312.91
702,50,2314.55
736,50,2315.47
759,50,2311.3
766,50,2318.63
833,50,2312.91
837,50,2318.85
846,50,2314.67
850,50,2318.15
868,50,2314.46
886,50,1425.88
892,50,2319.81
893,50,2312.91
931,50,2312.34
965,50,2315.98
966,50,2471.12
967,50,2315.28
992,50,2319.69
1002,50,2314
1004,50,2312.91
1011,50,2319.24
1021,50,2316.35
1024,50,2313.99
1030,50,2314.06
1047,50,2316.12
1067,50,2316.47
1108,50,2312.91
1141,50,2311.35
1145,50,2318.55
1147,50,2312.81
1175,50,2313.21
1198,50,2304.86
1200,50,2319.63
1216,50,2311.9
1235,50,2317.95
1254,50,2312.68
1265,50,2317.26
1309,50,2312.9
1324,50,2312.91
1346,50,2319.57
1358,50,2314.64
1411,50,2312.91
1418,50,2317.65
1449,50,2312.91
1480,50,2312.91
1503,50,2314.74
1507,50,2312.91
1527,50,2309.57
1537,50,2790.12
1563,50,2312.91
1576,50,2312.91
1580,50,2317.35
1589,50,2318.27
1598,50,2314.29
1600,50,979.005
1611,50,2308.93
1628,50,2312.9
1640,50,2317.57
1698,50,2312.91
1715,50,2316.23
1728,50,2312.9
1736,50,2310.44
1763,50,2316.89
1766,50,2319.81
1784,50,2311.83
1796,50,2319.64
1797,50,2312.91
1840,50,2318.27
1843,50,2318.21
1858,50,2312.09
1859,50,2312.91
1874,50,1614.8
1890,50,1204.53
1891,50,2312.91
1944,50,2312.42
1953,50,2314.53
1959,50,2313.61
1962,50,2312.91
1973,50,2312.9
2016,50,2313.46
2026,50,2312.9
2028,50,2313.44
2043,50,2317.74
2059,50,2790.12
2093,50,2317.91
2095,50,2317.31
2097,50,2318.61
2108,50,2790.12
2113,50,2312.94
2119,50,2312.91
2127,50,2312.91
2163,50,2314.54
2182,50,2312.91
2200,50,2319.67
2206,50,2312.91
2215,50,2312.9
2220,50,2790.12
2228,50,2311.55
2236,50,2312.91
2270,50,2312.9
2271,50,2311.09
2293,50,2312.91
2332,50,2311.97
2345,50,2315.92
2384,50,2309.51
2393,50,2312.9
2396,50,2319.47
2407,50,2312.91
2429,50,2316.91
2432,50,2316.71
2466,50,2309.14
2503,50,2312.91
2506,50,2318.09
2518,50,2319.53
2526,50,2318.78
2576,50,2312.9
2578,50,2314.92
2579,50,2790.12
2593,50,2309.18
2619,50,2316.36
2683,50,2316.16
2692,50,2316.96
2695,50,2319.19
2725,50,2312.91
2756,50,2790.12
2766,50,2312.91
2767,50,2318.84
2769,50,2312.91
2790,50,2316.02
2803,50,1357.42
2845,50,2319.85
2847,50,2312.91
2848,50,2318.64
2872,50,2311.37
2899,50,2312.91
2917,50,2312.91
2952,50,2319.34
2954,50,2312.91
2963,50,2058.6
3007,50,2315
3010,50,2319.51
3012,50,2312.9
3017,50,2314.15
3037,50,2309.24
3062,50,2312.9
3066,50,1425.37
3110,50,2310.75
3119,50,2315
3124,50,2312.91
3153,50,2316.52
3160,50,2317.02
3169,50,1486.08
3172,50,2316.85
3177,50,2312.91
3192,50,2312.91
3196,50,2311.51
3207,50,2316.66
3210,50,2309.6
3223,50,2313.21
3230,50,2312.9
3234,50,2312.91
3237,50,2310.75
3246,50,2204.94
3247,50,2309.5
3251,50,2309.1
3268,50,2315.11
3269,50,2312.91
3297,50,2312.91
3305,50,2312.9
3338,50,2319.43
3357,50,2312.91
3408,50,2312.89
3435,50,2312.9
3441,50,2314.43
3469,50,2316.23
3484,50,2315.41
3485,50,2311.74
3495,50,2315.53
3522,50,2312.43
3534,50,2312.91
3536,50,1807.29
3537,50,2312.91
3565,50,2316.4
3573,50,2311.48
3580,50,2312.91
3589,50,2307.57
3597,50,2312.91
3603,50,2313.8
3612,50,2312.91
3626,50,2313.58
3635,50,2308.98
3638,50,2790.12
3639,50,2790.12
3653,50,2314.64
3655,50,2314.85
3659,50,2312.91
3700,50,2309.68
3702,50,2309
3716,50,2311.59
3717,50,2315.32
3719,50,2143.06
3722,50,2312.91
3723,50,2319.23
3747,50,2318.17
3760,50,2318.69
3763,50,2312.91
