eventID,thickness_um,edep_keV
718,2,902.728
2062,2,2311.84
2233,2,2306.77
2984,2,1464.09
3002,2,1407.46
3231,2,1103.93
4633,2,1416.15
4858,2,1274.84
5018,2,1191.33
5115,2,1134.4
5179,2,2305.66
5312,2,2311.73
6046,2,1371.56
6531,2,1231.05
6872,2,1220.46
7009,2,1163.38
8256,2,1713.53
8593,2,1191.96
9130,2,1654.78
9512,2,874.004
9547,2,1125.38
10238,2,1323.36
10297,2,899.52
10379,2,890.785
10556,2,1568.32
10792,2,1656.08
10942,2,970.739
10958,2,864.368
11297,2,1257.76
12188,2,1168.66
12433,2,2306.39
12540,2,1670.29
12801,2,1128.92
13147,2,1436.93
13649,2,2790.12
13798,2,1256.6
14240,2,928.192
14285,2,764.979
14442,2,1038.22
14825,2,1403.52
16424,2,866.506
16717,2,1154.14
16909,2,2305.77
17109,2,845.333
17319,2,924.672
17439,2,2308.3
17695,2,2319.69
18722,2,1318.12
18777,2,1167.83
19145,2,854.539
19439,2,944.13
20014,2,1251.18
20410,2,1745.48
20955,2,1192.86
21195,2,2311.52
21923,2,1154.23
22247,2,1539.02
22449,2,876.13
22730,2,2312.91
22982,2,2316.52
23189,2,2310.98
23240,2,2317.37
23601,2,1025.64
24109,2,1043.62
24815,2,1171.84
24887,2,2318.38
25325,2,1803.79
25463,2,1614.41
25671,2,2309.24
25818,2,1218.09
25929,2,1075.9
26184,2,1377.43
26313,2,866.599
26480,2,1084.79
27498,2,1153.31
27935,2,861.383
28080,2,1357.09
28137,2,1096.15
28540,2,1107.72
28654,2,2211.28
28938,2,2317.11
29119,2,916.476
29160,2,928.449
29388,2,846.845
30450,2,2310.3
30870,2,918.91
30921,2,904
31424,2,1143.76
31516,2,984.316
31597,2,1367.67
32003,2,962.151
32183,2,1211.74
32732,2,2007.9
32985,2,2313.2
33261,2,1099.34
33317,2,1011.53
34054,2,2315.21
34723,2,1732.63
35060,2,1343.55
35089,2,1189.05
35090,2,2312.91
35321,2,1385.56
35507,2,1102.31
35574,2,2314.62
35576,2,2790.12
36168,2,2059.49
36303,2,2148.79
36660,2,1418.88
37660,2,1207.8
37784,2,1733.57
38329,2,2287.1
38386,2,995.288
38680,2,2315.72
39058,2,1137.86
39119,2,1647.14
