eventID,thickness_um,bn_wt,zns_wt,capture_x_um,capture_y_um,corr_x_um,corr_y_um,depth_um
10,40,1,3,4847.09,-1731.68,0,0,9.35864
59,40,1,3,1484.74,1609.56,0,0,9.35337
85,40,1,3,3815.98,4681.55,0,0,0.281917
88,40,1,3,4931.07,-2086.5,0,0,36.9006
106,40,1,3,1589.33,3818.93,0,0,15.4817
138,40,1,3,-958.049,540.443,0,0,35.1666
157,40,1,3,2711.39,3186.46,0,0,27.5773
186,40,1,3,1132.05,-4646.67,0,0,27.1532
192,40,1,3,4752.1,-1986.69,0,0,28.5742
231,40,1,3,1458.05,-2585.33,0,0,20.5508
269,40,1,3,-4354.3,4580.26,0,0,27.7223
276,40,1,3,-3527.75,-1950.93,0,0,19.6981
460,40,1,3,-4088.54,873.752,0,0,16.2671
464,40,1,3,3534.38,-394.725,0,0,32.1241
470,40,1,3,-3858.78,2791,0,0,4.59595
474,40,1,3,2211.51,-143.815,0,0,16.5701
659,40,1,3,1229.18,1335.81,0,0,20.1066
767,40,1,3,3368.19,1006.67,0,0,15.0617
797,40,1,3,4733.68,-1372.69,0,0,25.6679
820,40,1,3,1641.35,57.8634,0,0,9.86565
830,40,1,3,994.957,-182.596,0,0,32.6859
888,40,1,3,4037.08,-773.174,0,0,0.839828
939,40,1,3,5424.38,5200.65,494.53,254.711,9.20668
979,40,1,3,2137.25,4784.42,0,0,2.81412
982,40,1,3,-649.48,2234.72,0,0,39.5452
1100,40,1,3,1160.94,3300,0,0,0.0686416
1131,40,1,3,3900.13,-4035.14,0,0,2.26694
1187,40,1,3,-3725,-896.444,0,0,35.3564
1192,40,1,3,-3575.18,1316.94,0,0,32.0206
1218,40,1,3,4526.26,335.151,0,0,5.58143
1228,40,1,3,-851.505,3960.57,0,0,12.6269
1326,40,1,3,-3189.23,-643.952,0,0,1.25065
1345,40,1,3,-4497.96,503.139,0,0,12.9519
1361,40,1,3,-2388.14,1352.29,0,0,1.74765
1466,40,1,3,4182.91,2874.6,0,0,22.8129
1484,40,1,3,3591.32,372.492,0,0,2.52455
1491,40,1,3,-4594.47,1815.51,0,0,18.176
1669,40,1,3,3650.22,-3530.13,0,0,39.3826
1710,40,1,3,-4964.79,671.989,0,0,6.37985
1752,40,1,3,-4253.56,-2044.29,0,0,20.2957
1766,40,1,3,-3064.68,3368.63,0,0,13.8375
1775,40,1,3,-357.242,4838.52,0,0,18.7571
1819,40,1,3,-3740.31,-2300.11,0,0,39.6019
1823,40,1,3,-326.543,-4826.02,0,0,5.41177
1830,40,1,3,-4331.38,4549.63,0,0,23.4068
1873,40,1,3,-891.118,-2225.27,0,0,31.1602
2010,40,1,3,449.071,1741.21,0,0,19.3571
2021,40,1,3,-3821.71,-194.438,0,0,11.3867
2058,40,1,3,-4338.97,702.874,58.0747,-75.138,25.3885
2175,40,1,3,673.819,-1391.18,0,0,35.2813
2176,40,1,3,2392.23,-2839.44,0,0,36.6885
2310,40,1,3,2857.13,265.099,0,0,0.14685
2375,40,1,3,-3115.88,4102.71,0,0,7.52978
2461,40,1,3,-3776.58,-3600.66,0,0,4.38123
2474,40,1,3,-4339.39,-141.451,0,0,4.71178
2567,40,1,3,-3430.04,-4218.5,0,0,31.9807
2684,40,1,3,-995.56,2497.85,0,0,31.8019
2768,40,1,3,3344.47,-736.702,0,0,15.8775
2870,40,1,3,-3423.63,-2998.52,0,0,19.3328
2895,40,1,3,3322.07,2563.03,0,0,13.6903
2908,40,1,3,-106.57,1820.63,0,0,20.9474
2939,40,1,3,4314.7,-796.051,0,0,9.22672
2957,40,1,3,3713.75,509.33,0,0,21.2842
3033,40,1,3,-1000.44,4896.4,0,0,0.743356
3035,40,1,3,-3599.48,-130.207,0,0,5.61669
3045,40,1,3,-2038.96,-679.296,0,0,35.0037
3076,40,1,3,2638.31,-3013.75,0,0,6.84919
3100,40,1,3,1189.38,-939.045,0,0,8.67147
3110,40,1,3,2403.1,4846.48,0,0,3.82086
3129,40,1,3,-1522.69,1683.75,0,0,19.2263
3148,40,1,3,-66.478,2272.33,0,0,3.94862
3157,40,1,3,340.558,-3161.57,0,0,7.81822
3208,40,1,3,-346.867,3085.81,0,0,3.92063
3215,40,1,3,2872.15,3545.87,0,0,25.8281
3218,40,1,3,-3629.55,-4876.53,0,0,33.3591
3239,40,1,3,-2225.56,2842.13,0,0,35.4338
3275,40,1,3,-4098.61,-1751.17,0,0,39.2583
3276,40,1,3,4166.68,-3063.01,0,0,25.7259
3317,40,1,3,2221.58,3327.84,0,0,3.82848
3371,40,1,3,680.316,-2911.53,0,0,1.36793
3379,40,1,3,-1249.91,-2829.77,0,0,24.649
3431,40,1,3,2454.17,-2538.87,0,0,30.2505
3454,40,1,3,-994.137,1806.85,0,0,16.9161
3461,40,1,3,3118,-2375.99,0,0,16.6588
3548,40,1,3,3856.14,-3085.01,0,0,39.2709
3575,40,1,3,1787.81,2693.05,0,0,20.9201
3619,40,1,3,1.31075,2447.27,0,0,21.5645
3670,40,1,3,-309.308,-4160.14,0,0,12.6381
3743,40,1,3,3887.62,1707.6,0,0,13.5155
3752,40,1,3,1414.3,-2933.46,0,0,32.1245
3767,40,1,3,1368.57,3189.1,0,0,0.219714
3769,40,1,3,-4081.08,-3167.81,0,0,21.5194
3844,40,1,3,2328.49,3237.38,0,0,25.8952
3864,40,1,3,-381.413,1866.84,0,0,1.53649
3893,40,1,3,-455.723,-3620.72,0,0,34.6553
3895,40,1,3,3641.34,558.889,0,0,24.1335
3896,40,1,3,-4391.58,-2531.75,0,0,22.1457
3902,40,1,3,2668.11,-1730.58,0,0,9.77974
3989,40,1,3,-514.092,-242.32,0,0,17.825
4173,40,1,3,4009.68,-1721.79,0,0,16.0322
4194,40,1,3,2386.08,963.683,0,0,25.038
4248,40,1,3,782.079,3571.37,0,0,24.2718
4249,40,1,3,-3581.92,4845.04,0,0,1.6843
4252,40,1,3,713.9,2995.03,0,0,2.3774
4319,40,1,3,-1421.1,2099.67,0,0,38.8097
4320,40,1,3,4458.51,3104.75,0,0,15.4116
4348,40,1,3,-259.223,122.028,0,0,15.7481
4406,40,1,3,-4603.88,-4604.88,0,0,31.5678
4449,40,1,3,1657.28,-1348.91,0,0,17.612
4456,40,1,3,2268.21,2099.34,0,0,31.9856
4513,40,1,3,4251.15,-3941.93,0,0,3.24779
4591,40,1,3,4442.92,-2740.59,0,0,35.3022
4595,40,1,3,924.427,4444.74,0,0,11.9531
4602,40,1,3,-3146.72,3361.01,0,0,20.2235
4631,40,1,3,-2948.97,4485.09,0,0,17.0671
4758,40,1,3,3444.76,-3687.42,0,0,29.3397
4759,40,1,3,-2603,4965.31,0,0,15.6313
4765,40,1,3,-2457.49,-539.356,0,0,22.3872
4785,40,1,3,3954.4,1709.53,0,0,16.1499
4786,40,1,3,4584.59,-3857.42,0,0,22.3558
4823,40,1,3,3655.72,-3555.96,0,0,32.8869
4861,40,1,3,1231.82,-3473.17,0,0,26.0745
4866,40,1,3,-1051.4,3615.17,0,0,35.0702
4909,40,1,3,3047.55,2971.34,0,0,0.701388
4920,40,1,3,-1109.82,3644.25,0,0,24.5943
5013,40,1,3,-1160.75,1540.88,0,0,17.6159
5023,40,1,3,1048.08,-4618.58,0,0,32.8296
5094,40,1,3,110.629,4530.05,0,0,3.36896
5110,40,1,3,-2246.65,-4871.7,0,0,29.5584
5135,40,1,3,4401.03,3734.79,0,0,17.8958
5141,40,1,3,-2368.36,-2757.91,0,0,8.61201
5305,40,1,3,-1919.7,76.5818,28.0605,50.4142,10.0294
5318,40,1,3,-903.152,-3560.39,0,0,39.8269
5325,40,1,3,1425.8,4836.43,0,0,12.8461
5337,40,1,3,1641.11,2365.59,0,0,1.72228
5380,40,1,3,-3499.82,3586.84,0,0,18.2918
5403,40,1,3,1966.57,1022.85,0,0,11.8472
5432,40,1,3,-2488.14,-2119.57,0,0,37.3724
5464,40,1,3,-1565.4,-1461.86,0,0,12.8482
5473,40,1,3,-2473.54,2563.53,0,0,14.1297
5483,40,1,3,-4548.47,-2674.74,0,0,3.74365
5498,40,1,3,354.396,-2203.02,0,0,17.8005
5568,40,1,3,502.365,-2696.7,0,0,6.03419
5595,40,1,3,-4026.36,-2813.4,0,0,17.354
5673,40,1,3,4528.54,-2457.64,0,0,4.81493
5674,40,1,3,1697.73,-3219.87,0,0,35.9753
5684,40,1,3,3414.81,-3414.99,0,0,34.9452
5691,40,1,3,-3436.28,-4919.87,0,0,16.4386
5707,40,1,3,-899.268,-4811.78,0,0,36.0841
5732,40,1,3,981.879,2951.68,0,0,7.00643
5752,40,1,3,-2347.74,-4280.28,0,0,30.4726
5821,40,1,3,-3245.7,3314.85,0,0,7.47486
5834,40,1,3,-4631.68,1909.79,0,0,2.04476
5928,40,1,3,-148.087,2283.64,0,0,32.6887
6021,40,1,3,7.17307,-1110.43,0,0,12.8486
6030,40,1,3,-1751.78,-4358.71,0,0,13.3276
6112,40,1,3,-3595.4,4361.01,0,0,29.9931
6116,40,1,3,4354.46,-1659.58,0,0,10.1421
6159,40,1,3,-1421.56,-2189.53,0,0,37.8633
6189,40,1,3,2215.81,-4865.57,0,0,6.1368
6191,40,1,3,3833.77,178.699,0,0,30.4008
6192,40,1,3,1773.02,-2717.28,0,0,5.21665
