eventID,thickness_um,bn_wt,zns_wt,capture_x_um,capture_y_um,corr_x_um,corr_y_um,depth_um
29,60,1,1.5,1122.61,-3454.27,0,0,38.2987
37,60,1,1.5,1007.24,-258.432,0,0,53.1432
67,60,1,1.5,-3359.36,-3688.65,0,0,26.6878
77,60,1,1.5,909.549,1388.23,0,0,59.1681
85,60,1,1.5,2451.61,-1087.85,0,0,2.11852
100,60,1,1.5,-2560.01,2367.57,0,0,57.4927
126,60,1,1.5,2135.28,-1228.43,0,0,55.7312
157,60,1,1.5,799.259,1794.63,0,0,25.4992
170,60,1,1.5,-4379.81,1505.55,0,0,12.1688
181,60,1,1.5,-1885.14,3372.33,0,0,55.4703
188,60,1,1.5,2201.5,-3859.3,0,0,7.05543
197,60,1,1.5,-3958.18,3515.28,0,0,43.7673
220,60,1,1.5,1094.8,-4430.08,0,0,30.8403
229,60,1,1.5,-1247.81,695.353,0,0,21.8293
231,60,1,1.5,1988.08,2058.22,0,0,7.74879
271,60,1,1.5,1915.71,-1396.62,0,0,32.4924
278,60,1,1.5,-594.2,3181.29,0,0,12.4057
291,60,1,1.5,1299.45,-261.381,0,0,38.3419
292,60,1,1.5,-1372.05,-4677.09,0,0,45.1239
319,60,1,1.5,3851.3,-3544.47,0,0,32.7574
353,60,1,1.5,-2692.23,-2806.76,0,0,27.6724
372,60,1,1.5,-1376.22,4026.78,0,0,8.43477
373,60,1,1.5,712.881,1299.7,0,0,34.9864
387,60,1,1.5,-3610.31,-2361.81,0,0,49.7781
390,60,1,1.5,1019.75,1517.16,0,0,52.5098
409,60,1,1.5,1480.51,-2237.75,0,0,54.3889
415,60,1,1.5,-2411.34,4183.8,0,0,11.0377
417,60,1,1.5,-618.822,-402.52,0,0,2.78956
422,60,1,1.5,90.3258,-4210,0,0,23.2121
428,60,1,1.5,2170.34,-1603.49,0,0,13.508
450,60,1,1.5,-4401.41,-4257.57,0,0,49.7478
486,60,1,1.5,-2541.47,3664.18,-45.4776,-42.6698,39.1158
508,60,1,1.5,1083.67,-1941.85,0,0,23.1056
520,60,1,1.5,-2198.52,4465.68,0,0,51.4694
539,60,1,1.5,-1190.53,4740.57,0,0,4.88794
543,60,1,1.5,-3573.41,1353.67,0,0,13.6821
556,60,1,1.5,-4933.76,-1628.3,0,0,31.8581
618,60,1,1.5,-441.056,2014.88,0,0,25.4964
659,60,1,1.5,2419.27,-1995.88,0,0,3.57515
671,60,1,1.5,4085.46,-2578.87,0,0,39.6752
707,60,1,1.5,4287.8,900.494,0,0,51.2766
731,60,1,1.5,1093.02,-2503.56,0,0,18.9654
746,60,1,1.5,4466.49,-868.073,0,0,41.2769
750,60,1,1.5,2639.26,-1503.97,0,0,13.0125
785,60,1,1.5,-4381.15,4196.1,0,0,34.8713
794,60,1,1.5,-2218.88,658.749,0,0,22.477
797,60,1,1.5,4211,-3083.35,0,0,39.6678
802,60,1,1.5,-2686.44,-4190.77,0,0,59.6521
834,60,1,1.5,837.963,-354.274,0,0,32.3932
837,60,1,1.5,-923.91,-2778.91,0,0,34.9933
856,60,1,1.5,-3477.73,3533.95,0,0,45.2236
868,60,1,1.5,-45.3984,3039.86,0,0,9.53502
874,60,1,1.5,-2824.91,-3811.29,0,0,33.181
898,60,1,1.5,913.127,-4719.05,0,0,57.1713
917,60,1,1.5,-1875.38,-3872.73,0,0,37.2445
944,60,1,1.5,2655.46,2211.09,0,0,54.0769
977,60,1,1.5,2704.64,758.932,0,0,20.8277
985,60,1,1.5,4540.8,1644.24,0,0,16.6699
1012,60,1,1.5,-4101.28,-4118.14,0,0,34.4422
1015,60,1,1.5,423.053,999.39,0,0,41.2105
1032,60,1,1.5,-3461.54,17.5293,0,0,37.1684
1036,60,1,1.5,964.397,381.704,0,0,36.4954
