eventID,thickness_um,edep_keV
22,20,2311.75
69,20,2313.21
170,20,2313.71
188,20,2312.91
209,20,2317.4
314,20,2314.93
354,20,2312.07
384,20,2312.91
412,20,2312.91
445,20,2312.91
577,20,2315.4
579,20,2312.32
601,20,2306.45
692,20,2319.14
700,20,2304.99
704,20,2318.26
776,20,2316.15
793,20,2315.52
834,20,2312.91
848,20,2312.91
956,20,2312.91
1034,20,2310.63
1135,20,2312.9
1195,20,2317.73
1229,20,2312.91
1250,20,2317.58
1304,20,2312.91
1329,20,2312.91
1344,20,1411.22
1386,20,2314.34
1456,20,2310.94
1519,20,2312.91
1540,20,2790.12
1666,20,2312.91
1717,20,2309.48
1751,20,2314.23
1806,20,2311.09
1833,20,862.559
1845,20,1623.02
1919,20,2306.75
1969,20,2311.84
1992,20,1967.14
1998,20,2308.96
2052,20,2310.96
2180,20,1446.51
2276,20,1867.76
2341,20,2318.25
2412,20,2319.1
2477,20,2315.6
2496,20,1396.9
2516,20,2316.54
2587,20,2306.34
2719,20,2319.31
2750,20,2312.91
2789,20,2790.12
2801,20,2043.7
2880,20,2311.52
2889,20,2319.63
2930,20,2790.12
3000,20,1170.63
3022,20,2312.9
3096,20,2312.13
3190,20,2319.82
3192,20,2314.57
3219,20,2314.54
3253,20,2128.97
3258,20,2091.91
3276,20,2318.7
3295,20,923.683
3379,20,2312.91
3405,20,2314.65
3446,20,2313.64
3455,20,2312.91
3480,20,2316.85
3511,20,1010.76
3537,20,2314.13
3656,20,2316.52
3659,20,2315.98
3718,20,2319.59
3725,20,2314.7
3805,20,2304.02
3813,20,2318.7
3902,20,2312.68
3941,20,2311.92
3972,20,2312.91
4035,20,2317.37
4036,20,2312.07
4053,20,2312.91
4102,20,2312.91
4139,20,950.023
4158,20,2309.57
4166,20,2312.91
4197,20,2314.15
4238,20,2312.74
4265,20,2310.12
4279,20,2314.43
4320,20,2316.59
4328,20,932.506
4390,20,1385.65
4438,20,1208.98
4444,20,2315.3
4549,20,2319.56
4619,20,2312.91
4626,20,2304.99
4645,20,2312.77
4738,20,2314.16
4741,20,1884.57
4814,20,2318.73
4861,20,2275.45
4876,20,2309.08
4906,20,1366.53
4912,20,2312.91
4950,20,2148.77
5024,20,2313.97
5027,20,2312.91
5032,20,1555.13
5128,20,2312.91
5160,20,2305.42
5177,20,2315.43
5219,20,2316.41
5572,20,2310.5
5591,20,1870.27
5659,20,2308.95
5675,20,2319.86
5699,20,2312.91
5714,20,2310.63
5761,20,2314.53
5777,20,1626.18
5813,20,2312.91
5917,20,2312.91
5949,20,2309.43
6012,20,2318.07
6081,20,2312.91
6114,20,2314.78
6136,20,2317.69
6293,20,2315.64
6364,20,2315.66
6388,20,2184.38
6401,20,2790.12
6404,20,1336.89
6405,20,2312.91
6485,20,2313.96
6486,20,1799.15
6501,20,2312.3
6546,20,2059.15
6587,20,2312.91
6682,20,2316.07
6796,20,2312.91
6893,20,2312.91
6974,20,2317.14
7075,20,2313.91
7078,20,2312.91
7138,20,2310.32
7152,20,2002.63
7169,20,2312.91
7220,20,1874.9
7236,20,2698.96
7303,20,2312.91
7336,20,2315.79
7339,20,1025.27
7379,20,2312.91
7380,20,2312.91
7396,20,1029.7
7446,20,2312.45
7478,20,2312.9
7516,20,2315
7545,20,2314.42
7555,20,2318.61
7627,20,2312.91
7685,20,2312.9
7701,20,2312.91
7705,20,2308.55
7759,20,2307.99
7855,20,1963.78
7931,20,2209.87
8011,20,948.652
8062,20,2287.93
8107,20,2310.17
8279,20,2318.56
8346,20,2309.51
8383,20,1828.61
8448,20,2315.54
8470,20,2317.46
8534,20,2312.91
8592,20,2309.39
8611,20,2790.12
8704,20,2312.96
8706,20,2316.98
8734,20,2316.26
8746,20,2312.91
8789,20,2312.88
8796,20,2312.8
8808,20,2317.39
8875,20,2312.91
9121,20,2249.38
9207,20,2316.19
9226,20,2312.91
9242,20,2312.91
9248,20,2317.6
9299,20,2318.44
9359,20,2310.48
9365,20,2318.97
9375,20,2310.46
9490,20,2318.5
9589,20,2311.98
9591,20,2074.72
9597,20,2790.12
9615,20,2319.48
9660,20,2312.9
9691,20,2312.91
9769,20,2310.29
9822,20,2318.15
9842,20,2317.06
9966,20,2139.47
9999,20,2316.58
10020,20,2312.08
10166,20,2312.91
10231,20,2315.01
10308,20,2312.91
10331,20,2007.28
10423,20,2316.99
10454,20,2314.97
10473,20,2311.75
10482,20,2319.41
10534,20,1426.53
10580,20,2305.59
10636,20,2316.51
10729,20,2312.43
10736,20,2790.12
10753,20,2312.9
10760,20,2790.12
10802,20,2312.91
10842,20,2318.18
10851,20,1077
10897,20,2317.78
10912,20,2319.17
10996,20,2319.04
11017,20,2288.46
11035,20,2319.86
11063,20,1956.77
11077,20,1538.27
11079,20,2313.85
11094,20,2312.03
11108,20,2312.91
11113,20,2313.06
11158,20,1573.16
11186,20,2790.12
11193,20,2317.41
11229,20,2319.4
11305,20,2317.16
