eventID,thickness_um,edep_keV
4,125,2316.78
18,125,2312.91
39,125,2312.91
58,125,2311.47
64,125,2312.91
69,125,2309.01
86,125,2155.83
88,125,2312.91
94,125,2312.91
105,125,2312.91
127,125,2317.74
152,125,2311.65
165,125,2312.8
166,125,2312.91
184,125,2312.9
188,125,2312.91
191,125,870.27
192,125,2312.13
201,125,2312.9
206,125,2315.58
215,125,2314.66
217,125,2317.58
222,125,2313.74
232,125,2790.12
233,125,2312.91
241,125,2314.49
242,125,2790.12
245,125,2316.6
257,125,1104.28
294,125,2314.58
297,125,2312.91
298,125,2312.91
316,125,2790.12
338,125,2313.93
351,125,2312.9
356,125,2312.91
372,125,2312.9
385,125,2313.31
388,125,2317.39
389,125,2312.91
392,125,2319.05
394,125,2312.91
413,125,2314.01
424,125,2313.64
429,125,2316.72
430,125,2314.52
431,125,2312.91
443,125,2313.81
444,125,1549.43
446,125,2314.41
450,125,2312.91
462,125,2314.63
465,125,2312.91
472,125,2790.12
473,125,2312.91
475,125,2309.36
487,125,2790.12
491,125,2308.91
493,125,2318.13
513,125,2319.77
515,125,2313.64
532,125,2311.42
533,125,2316.62
536,125,2314.25
539,125,2317.23
550,125,2318.3
567,125,2312.91
568,125,2315.36
577,125,2316.46
582,125,2312.91
589,125,2312.91
592,125,2316.25
596,125,2312.33
604,125,2311.64
608,125,2318.73
625,125,2311.29
626,125,2312.63
627,125,2312.9
635,125,2313.6
649,125,2312.91
658,125,2316.66
666,125,2312.91
668,125,2790.12
670,125,2317.67
676,125,2309.33
692,125,2318.35
696,125,2316.03
700,125,2318.24
702,125,2790.12
711,125,2312.69
720,125,2315.04
721,125,2315.07
723,125,2313.23
724,125,2312.91
730,125,2790.12
741,125,2310.61
743,125,2312.91
756,125,2312.91
758,125,2311.69
765,125,2316.16
767,125,2316.24
788,125,2316.3
791,125,2317.67
794,125,2317.16
810,125,2312.91
821,125,2317.57
824,125,2315.34
829,125,2317.95
835,125,2315.93
842,125,2318.44
844,125,2315.65
855,125,2312.9
862,125,2317.83
864,125,2319.5
873,125,2318.74
877,125,2314.14
884,125,2311.87
885,125,2312.9
900,125,2314.66
904,125,2312.91
910,125,2319.12
911,125,2312.91
920,125,2312.91
921,125,2310.45
930,125,2317.89
939,125,2312.91
940,125,2312.91
941,125,2318.24
943,125,2312.91
952,125,2312.91
955,125,2312.9
956,125,2312.91
958,125,2319.8
959,125,2317.25
964,125,2318.47
968,125,2790.12
975,125,2316.63
977,125,2316.13
985,125,2313.59
990,125,2309.99
1000,125,2319.09
1002,125,2311.93
1006,125,2312.91
1011,125,2313.7
1012,125,2790.12
1028,125,2318.94
1029,125,2312.91
1033,125,2312.91
1036,125,2311.75
1040,125,2311.05
1044,125,2312.33
1047,125,2312.91
1048,125,2318.3
1061,125,2315.25
1063,125,2313.87
1065,125,2316.97
1067,125,2314.86
1076,125,2319.68
1080,125,2312.87
1085,125,2316.29
1087,125,2790.12
1101,125,2313.51
1102,125,2314.89
1105,125,2313.31
1114,125,2311.35
1125,125,2311.85
1139,125,2318.96
1153,125,2312.91
1155,125,2314.18
1158,125,2311.69
1162,125,2312.91
1176,125,2319.63
1180,125,2317.31
1193,125,2314.25
1202,125,2316.38
1203,125,2316.02
1211,125,2312.91
1220,125,2317.41
1230,125,2319.85
1241,125,2315.23
1242,125,2312.91
1254,125,2311.82
1259,125,2319.21
1269,125,2312.91
1280,125,2313.66
1290,125,2312.91
1297,125,2313.51
1298,125,2316.94
1302,125,2311.35
1304,125,2312.91
1312,125,2318.43
1323,125,2312.9
1324,125,2314.58
1329,125,2312.88
1335,125,2312.91
1360,125,2341.44
1374,125,2790.12
